unix_ms,latitude,longitude,altitude_m,speed_mps,steeringAngleDegree
1763596629391,35.1931974566402,-97.43859760241297,336.0572317920883,0.0,-8.600000381469727
1763596629391,35.19319746865471,-97.43859760200604,336.0569007351903,0.0,-8.600000381469727
1763596629391,35.19319748813225,-97.43859760151432,336.0566387404491,0.0,-8.600000381469727
1763596629391,35.19319748660815,-97.43859759981055,336.0561611704396,0.0,-8.600000381469727
1763596629391,35.1931974960102,-97.43859759868607,336.05577458190345,0.0,-8.600000381469727
1763596629391,35.19319750971154,-97.43859759796442,336.055409771853,0.0,-8.600000381469727
1763596629391,35.19319752055236,-97.4385975969946,336.05500605217156,0.0,-8.600000381469727
1763596629391,35.19319753245325,-97.43859759641941,336.05459644864294,0.0,-8.600000381469727
1763596629391,35.19319754978955,-97.43859759633261,336.0543117000937,0.0,-8.600000381469727
1763596629391,35.19319756000211,-97.43859759553655,336.0539674120328,0.0,-8.600000381469727
1763596629391,35.1931975597574,-97.43859759406482,336.053551282152,0.0,-8.600000381469727
1763596629391,35.19319759198098,-97.43859759448165,336.0533482960353,0.0,-8.600000381469727
1763596629391,35.193197620820406,-97.4385975950224,336.05312619838065,0.0,-8.600000381469727
1763596629391,35.19319763989248,-97.4385975953353,336.0528049487627,0.0,-8.600000381469727
1763596629391,35.193197650197035,-97.43859759470449,336.0524508796114,0.0,-8.600000381469727
1763596629391,35.19319766094751,-97.43859759363832,336.0520883998136,0.0,-8.600000381469727
1763596629391,35.19319766808981,-97.43859759338609,336.051707006363,0.0,-8.600000381469727
1763596629391,35.193197675116664,-97.43859759316777,336.0513786677125,0.0,-8.600000381469727
1763596630391,35.193200246718355,-97.43859476174896,336.55683873523583,0.0,-8.600000381469727
1763596630391,35.19320025357612,-97.43859476176621,336.55674136245807,0.0,-8.600000381469727
1763596630391,35.1932002649901,-97.43859476157371,336.5564135217296,0.0,-8.600000381469727
1763596630391,35.193200272091055,-97.43859476119103,336.5560003151909,0.0,-8.600000381469727
1763596630391,35.19320027710505,-97.43859476058819,336.55557635004396,0.0,-8.600000381469727
1763596630391,35.19320030060984,-97.4385947610576,336.55533216116703,0.0,-8.600000381469727
1763596630391,35.19320031185987,-97.43859476070149,336.555023781918,0.0,-8.600000381469727
1763596630391,35.19320032320073,-97.43859476037623,336.55466934934583,0.0,-8.600000381469727
1763596630391,35.19320034589591,-97.43859476067662,336.55443091474274,0.0,-8.600000381469727
1763596630391,35.193200353138835,-97.43859476005252,336.55403497882,0.0,-8.600000381469727
1763596630391,35.19320037540369,-97.43859476072174,336.55376514808796,0.0,-8.600000381469727
1763596630391,35.193200385942184,-97.4385947604243,336.55343694677623,0.0,-8.600000381469727
1763596630391,35.19320039109308,-97.4385947600636,336.5530630983822,0.0,-8.600000381469727
1763596630391,35.19320041330665,-97.43859476027302,336.5528097326198,0.0,-8.600000381469727
1763596630391,35.19320042374433,-97.43859475993139,336.5524515288627,0.0,-8.600000381469727
1763596630391,35.193200431682705,-97.43859475932291,336.5520581197414,0.0,-8.600000381469727
1763596630391,35.19320044696133,-97.4385947592982,336.55174377007904,0.0,-8.600000381469727
1763596630391,35.19320044984405,-97.43859475843145,336.5513188900944,0.0,-8.600000381469727
1763596630391,35.193200459137984,-97.43859475795861,336.55095664472236,0.0,-8.600000381469727
1763596630391,35.1932004691669,-97.43859475763257,336.55054583474396,0.0,-8.600000381469727
1763596630391,35.19320048639748,-97.43859475787063,336.55026716649746,0.0,-8.600000381469727
1763596630391,35.193200494489375,-97.43859475727224,336.549881716622,0.0,-8.600000381469727
1763596631391,35.19319955039791,-97.43859089878545,336.2589059583272,0.0,-8.600000381469727
1763596631391,35.19319955360183,-97.43859089846015,336.25867949745924,0.0,-8.600000381469727
1763596631391,35.193199559561286,-97.43859089802827,336.25827077338135,0.0,-8.600000381469727
1763596631391,35.19319956941393,-97.43859089777011,336.2579269402262,0.0,-8.600000381469727
1763596631391,35.19319958574471,-97.43859089821352,336.25763015277624,0.0,-8.600000381469727
1763596631391,35.19319959064294,-97.43859089776855,336.2572229420756,0.0,-8.600000381469727
1763596631391,35.19319960835115,-97.43859089791877,336.2569544951021,0.0,-8.600000381469727
1763596631391,35.1931996131027,-97.43859089764064,336.25654737454073,0.0,-8.600000381469727
1763596631391,35.19319962432007,-97.43859089748146,336.2562213563946,0.0,-8.600000381469727
1763596631391,35.1931996349151,-97.4385908972805,336.25586800483956,0.0,-8.600000381469727
1763596631391,35.193199655034384,-97.43859089758098,336.2556592149012,0.0,-8.600000381469727
1763596631391,35.19319966238236,-97.43859089739867,336.2553150662035,0.0,-8.600000381469727
1763596631391,35.19319966941102,-97.43859089694806,336.25495249546753,0.0,-8.600000381469727
1763596631391,35.193199681813034,-97.43859089694752,336.2546006833995,0.0,-8.600000381469727
1763596631391,35.19319969362727,-97.43859089655479,336.25428721821896,0.0,-8.600000381469727
1763596631391,35.19319970228134,-97.43859089658464,336.25392985531664,0.0,-8.600000381469727
1763596631391,35.193199714193895,-97.43859089632305,336.2535808643973,0.0,-8.600000381469727
1763596631391,35.193199729284586,-97.43859089642316,336.2532676661819,0.0,-8.600000381469727
1763596631391,35.193199744419545,-97.43859089654292,336.2529668117643,0.0,-8.600000381469727
1763596631391,35.193199756816995,-97.43859089632737,336.25260939681823,0.0,-8.600000381469727
1763596632391,35.19319795275802,-97.43858782028624,335.91437148566644,0.0,-8.600000381469727
1763596632391,35.19319795519568,-97.43858781989084,335.9142383455375,0.0,-8.600000381469727
1763596632391,35.19319796798075,-97.43858781954094,335.91394724966466,0.0,-8.600000381469727
1763596632391,35.19319797438347,-97.43858781901517,335.9136037650782,0.0,-8.600000381469727
1763596632391,35.19319799153804,-97.43858781925725,335.9134207429917,0.0,-8.600000381469727
1763596632391,35.193197996969744,-97.43858781863659,335.91306205470147,0.0,-8.600000381469727
1763596632391,35.19319800927192,-97.43858781856643,335.91277765748384,0.0,-8.600000381469727
1763596632391,35.19319801654679,-97.43858781813482,335.9124516012713,0.0,-8.600000381469727
1763596632391,35.19319802172416,-97.43858781751176,335.91207403178623,0.0,-8.600000381469727
1763596632391,35.193198029387794,-97.4385878169669,335.9117676264979,0.0,-8.600000381469727
1763596632391,35.19319803551231,-97.43858781634921,335.91142724968665,0.0,-8.600000381469727
1763596632391,35.1931980490699,-97.43858781623058,335.91121142365733,0.0,-8.600000381469727
1763596632391,35.1931980563161,-97.4385878157331,335.9108903146811,0.0,-8.600000381469727
1763596632391,35.19319806774639,-97.43858781541236,335.9106188598411,0.0,-8.600000381469727
1763596632391,35.19319807376873,-97.43858781473956,335.91028410210293,0.0,-8.600000381469727
1763596632391,35.19319809364397,-97.43858781485172,335.9101075709825,0.0,-8.600000381469727
1763596632391,35.193198100023956,-97.43858781434758,335.90974226714565,0.0,-8.600000381469727
1763596632391,35.19319811639467,-97.43858781409038,335.90952302000477,0.0,-8.600000381469727
1763596632391,35.19319812511776,-97.43858781384465,335.9091966786051,0.0,-8.600000381469727
1763596632391,35.19319813236653,-97.43858781338035,335.90885674759437,0.0,-8.600000381469727
1763596633391,35.193195576094425,-97.43858464881893,335.1238458521996,0.0,-8.699999809265137
1763596633391,35.19319558333083,-97.43858464897654,335.12375336050985,0.0,-8.699999809265137
1763596633391,35.19319559320515,-97.43858464863466,335.1234944995033,0.0,-8.699999809265137
1763596633391,35.19319560274676,-97.43858464794522,335.1231397642369,0.0,-8.699999809265137
1763596633391,35.19319561010442,-97.438584647682,335.12281595953914,0.0,-8.699999809265137
1763596633391,35.19319561279026,-97.43858464676978,335.12242760407213,0.0,-8.699999809265137
1763596633391,35.1931956215107,-97.43858464590183,335.12210870649375,0.0,-8.699999809265137
1763596633391,35.19319563477885,-97.43858464568974,335.1218201550952,0.0,-8.699999809265137
1763596633391,35.19319564158623,-97.4385846450315,335.1214774938498,0.0,-8.699999809265137
1763596633391,35.19319565010352,-97.43858464451819,335.12111834513775,0.0,-8.699999809265137
1763596633391,35.193195662389115,-97.43858464434963,335.120840357213,0.0,-8.699999809265137
1763596633391,35.193195670608944,-97.43858464362836,335.12054115208736,0.0,-8.699999809265137
1763596633391,35.1931956804547,-97.43858464283805,335.12017190611004,0.0,-8.699999809265137
1763596633391,35.19319568647978,-97.43858464198419,335.11983280967684,0.0,-8.699999809265137
1763596633391,35.19319569609301,-97.43858464149939,335.11955846681184,0.0,-8.699999809265137
1763596633391,35.193195702184894,-97.43858464048067,335.1191730128474,0.0,-8.699999809265137
1763596633391,35.193195709869265,-97.4385846397606,335.1188652238184,0.0,-8.699999809265137
1763596633391,35.193195717143354,-97.43858463888984,335.1185468881914,0.0,-8.699999809265137
1763596633391,35.193195725919516,-97.4385846381628,335.1182195109473,0.0,-8.699999809265137
1763596633391,35.19319573161753,-97.43858463714449,335.1178930899944,0.0,-8.699999809265137
1763596634391,35.19319333371798,-97.43858173862321,334.32493722413915,0.0,-8.699999809265137
