unix_ms,latitude,longitude,altitude_m,speed_mps,steeringAngleDegree
1763596122394,35.193240964376,-97.4385302652215,329.33938538714176,0.0,24.899999618530273
1763596122394,35.193240953946685,-97.43853026430443,329.3393153933817,0.0,24.899999618530273
1763596122394,35.19324094122343,-97.43853026260021,329.33916271153174,0.0,24.899999618530273
1763596122394,35.19324092795006,-97.43853026090397,329.33898444212394,0.0,24.899999618530273
1763596122394,35.193240916209724,-97.43853025956537,329.3387980142217,0.0,24.899999618530273
1763596122394,35.19324090379576,-97.43853025783204,329.338577392346,0.0,24.899999618530273
1763596122394,35.19324089035856,-97.43853025653114,329.3383951813513,0.0,24.899999618530273
1763596122394,35.19324087783503,-97.43853025509878,329.33825776583603,0.0,24.899999618530273
1763596122394,35.193240864762885,-97.43853025333898,329.3381032480483,0.0,24.899999618530273
1763596122394,35.193240851981365,-97.4385302519046,329.33794863378614,0.0,24.899999618530273
1763596122394,35.193240838703055,-97.43853025038175,329.3377250224319,0.0,24.899999618530273
1763596122394,35.19324082539749,-97.43853024871798,329.3375596573619,0.0,24.899999618530273
1763596122394,35.193240812451904,-97.43853024692558,329.33732184448087,0.0,24.899999618530273
1763596122394,35.19324080308467,-97.43853024546131,329.3371486406814,0.0,24.899999618530273
1763596122394,35.19324078814213,-97.43853024362576,329.3369213834905,0.0,24.899999618530273
1763596122394,35.193240775086345,-97.43853024186147,329.3367432873276,0.0,24.899999618530273
1763596122394,35.193240762898256,-97.43853024053466,329.3365395782802,0.0,24.899999618530273
1763596122394,35.19324075059894,-97.43853023882676,329.3363517404966,0.0,24.899999618530273
1763596122394,35.19324073769261,-97.43853023708331,329.3361175769441,0.0,24.899999618530273
1763596122394,35.19324072747124,-97.43853023553348,329.3359779142679,0.0,24.899999618530273
1763596123394,35.19323486508166,-97.43853100884115,328.13343858676154,0.0,24.899999618530273
1763596123394,35.19323485414719,-97.43853100735909,328.13326007239226,0.0,24.899999618530273
1763596123394,35.193234842888174,-97.43853100585798,328.1330355505895,0.0,24.899999618530273
1763596123394,35.19323483269326,-97.43853100437107,328.132829093746,0.0,24.899999618530273
1763596123394,35.19323482090047,-97.43853100273836,328.1326261932415,0.0,24.899999618530273
1763596123394,35.193234809014754,-97.43853100082111,328.1324103813594,0.0,24.899999618530273
1763596123394,35.193234797568564,-97.43853099895095,328.13218247431377,0.0,24.899999618530273
1763596123394,35.19323478848786,-97.43853099737895,328.1320079557862,0.0,24.899999618530273
1763596123394,35.1932347767747,-97.43853099560026,328.131769470478,0.0,24.899999618530273
1763596123394,35.19323476433618,-97.43853099384806,328.13154004790874,0.0,24.899999618530273
1763596123394,35.1932347533464,-97.43853099258244,328.13134992287786,0.0,24.899999618530273
1763596123394,35.19323473976563,-97.43853099109046,328.13112013620037,0.0,24.899999618530273
1763596123394,35.19323472753694,-97.43853098937254,328.1308904249001,0.0,24.899999618530273
1763596123394,35.193234714924465,-97.43853098768965,328.1307108752806,0.0,24.899999618530273
1763596123394,35.19323470548362,-97.43853098624508,328.1305610118827,0.0,24.899999618530273
1763596123394,35.1932346948558,-97.43853098424587,328.130353271218,0.0,24.899999618530273
1763596123394,35.193234682612676,-97.43853098249842,328.13013960371387,0.0,24.899999618530273
1763596123394,35.19323466099596,-97.43853097980491,328.12975924943277,0.0,24.899999618530273
1763596123394,35.193234647709204,-97.43853097828476,328.1295330796923,0.0,24.899999618530273
1763596124394,35.193229055778964,-97.43853015768929,327.26319819113445,0.0,24.899999618530273
1763596124394,35.19322904804014,-97.43853015690931,327.2630816956848,0.0,24.899999618530273
1763596124394,35.19322903769623,-97.43853015583257,327.2629071708446,0.0,24.899999618530273
1763596124394,35.19322902592739,-97.43853015393049,327.2627426671867,0.0,24.899999618530273
1763596124394,35.19322901448404,-97.43853015212363,327.2625481816017,0.0,24.899999618530273
1763596124394,35.19322900534094,-97.4385301505975,327.26239065410414,0.0,24.899999618530273
1763596124394,35.19322899287617,-97.43853014901482,327.2621914705752,0.0,24.899999618530273
1763596124394,35.19322898130495,-97.43853014743935,327.26200752169296,0.0,24.899999618530273
1763596124394,35.19322897003593,-97.4385301463675,327.2617964303429,0.0,24.899999618530273
1763596124394,35.19322895985255,-97.43853014519077,327.2616265393461,0.0,24.899999618530273
