Filter,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.altitude [m],Convert MPH to m/s,OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.roll,OSD.pitch,OSD.yaw,OSD.hSpeed [m/s],RC.elevator,RC.throttle,RC.rudder,RC.aileron,Convert ft to m,OSD.vpsHeight [m],HOME.distance [m],BATTERY.chargeLevel,BATTERY.voltage [V],BATTERY.current [A],WEATHER.windDirection,WEATHER.windSpeed [m/s],WEATHER.windStrength,
0,33.5,32.82471595,-95.30483008,467,,0.100000166,1.500002486,-4.800007956,-4.1,-24.6,72,1.50333204,1428,1684,1024,1024,,198.818904,237.467648,93,7.782,7.508,NW,2.5973024,Calm,
1,33.6,32.82471641,-95.30482807,469,,0.300000497,2.000003315,-4.900008122,-3.7,-27.2,72,2.022378114,1456,1684,1024,1024,,195.866148,237.735872,93,7.782,6.892,NW,2.4989536,Calm,
2,33.7,32.82471684,-95.30482579,470,,0.500000829,2.400003978,-4.900008122,-2.8,-24.4,71.6,2.451533832,1577,1684,1141,1024,,182.742788,238.0488,93,7.782,6.892,NW,2.3961344,Calm,
3,33.8,32.82471767,-95.30482215,472,,0.70000116,2.800004641,-5.000008288,-1.4,-21.4,71.3,2.886178307,1673,1684,1115,1055,,179.461948,238.585248,93,7.782,6.892,NW,2.3961344,Calm,
4,33.9,32.82471836,-95.30481906,474,,0.800001326,3.100005139,-4.900008122,-0.8,-23.5,71.5,3.201567262,1684,1684,1024,1047,,185.039376,239.032288,93,7.782,6.892,NW,2.2977856,Calm,
0,34,32.82471921,-95.30481462,476,,0.900001492,3.400005636,-4.900008122,-0.8,-29.4,71.6,3.51710687,1684,1684,1024,1036,,190.28872,239.61344,93,7.782,6.892,NW,2.2977856,Calm,
1,34.1,32.82472003,-95.30481087,478,,1.000001658,3.900006465,-4.800007956,-1.8,-33.5,72,4.026170988,1684,1684,1024,1039,,201.115492,240.149888,93,7.782,6.892,NW,2.2977856,Calm,
2,34.2,32.82472129,-95.30480592,480,,1.200001989,4.500007459,-4.800007956,-2.4,-34.5,72.2,4.657260038,1684,1267,1024,1044,,198.818904,240.865152,93,7.782,6.892,NW,2.2977856,Calm,
3,34.3,32.82472253,-95.30480085,482,,1.400002321,5.000008288,-4.900008122,-1.7,-32.9,72.3,5.192310591,1684,1024,1024,1040,,201.115492,241.580416,93,7.782,6.892,NW,2.2977856,Calm,
4,34.4,32.82472404,-95.30479495,483,,1.600002652,5.400008951,-4.700007791,-0.7,-30.7,72.4,5.632060262,1684,1024,1024,1024,,201.115492,242.385088,93,7.782,6.892,NW,2.2977856,Calm,
0,34.5,32.82472545,-95.30478848,485,,1.600002652,5.700009448,-4.300007128,-1,-31.4,72.3,5.920313443,1684,1024,806,1024,,201.115492,243.323872,93,7.782,6.892,NW,2.2977856,Calm,
1,34.6,32.8247268,-95.30478302,486,,1.700002818,5.90000978,-4.00000663,-1.7,-33.3,72.4,6.140042543,1684,1024,568,1024,,201.115492,244.08384,93,7.6,6.892,NW,2.2977856,Calm,
2,34.7,32.82472867,-95.30477536,487,,1.800002984,6.200010277,-3.600005967,-9.2,-33,74.2,6.456015333,1684,833,533,1024,,201.115492,245.156736,93,7.6,6.892,NW,2.2977856,Calm,
3,34.8,32.82473016,-95.30476867,488,,2.000003315,6.400010609,-3.30000547,-23.1,-22.2,75,6.705232533,1684,542,618,1024,,201.115492,246.09552,93,7.6,6.892,NW,2.2977856,Calm,
4,34.9,32.82473213,-95.30476205,488,,2.400003978,6.400010609,-3.100005139,-30.9,-7.6,70.3,6.835213884,1684,542,618,1024,,201.115492,247.034304,93,7.6,6.892,W,2.3961344,Calm,
0,35,32.82473447,-95.30475523,489,,2.800004641,6.100010111,-2.900004807,-28.8,-7.2,65.4,6.711940368,1684,547,418,1024,,201.115492,248.017792,93,7.6,6.892,W,2.3961344,Calm,
1,35.1,32.82473686,-95.30474952,489,,3.000004973,5.800009614,-2.500004144,-32.1,-9.1,60.9,6.529941891,1684,627,706,1024,,201.115492,248.822464,93,7.6,6.892,W,2.3961344,Calm,
2,35.2,32.82473984,-95.30474312,489,,3.30000547,5.500009117,-2.100003481,-33.3,-8.2,55.1,6.4140575,1684,803,1032,1024,,201.115492,249.761248,93,7.6,6.892,W,2.3961344,Calm,
3,35.3,32.82474288,-95.3047377,490,,3.600005967,5.100008454,-1.800002984,-22.4,-18.7,50,6.242605589,1684,801,1024,1024,,201.115492,250.56592,93,7.6,6.892,W,2.4989536,Calm,
4,35.4,32.82474681,-95.30473205,490,,3.700006133,5.000008288,-1.300002155,-15.8,-30.5,46.3,6.2201387,1684,813,1124,1024,,201.115492,251.415296,93,7.6,6.892,W,2.4989536,Calm,
0,35.5,32.82474998,-95.30472725,490,,3.900006465,4.900008122,-0.800001326,-15,-31.9,46.1,6.262597665,1684,646,1684,1024,,201.115492,252.13056,93,7.6,6.892,W,2.4989536,Calm,
1,35.6,32.82475361,-95.30472203,491,,4.200006962,4.900008122,-0.400000663,0,-31.8,41,6.453691619,1684,720,1684,1024,,201.115492,252.890528,92,7.6,9.009,W,2.4989536,Calm,
2,35.7,32.82475789,-95.30471621,491,,4.300007128,5.000008288,-0.100000166,19.9,-22.5,37,6.594705469,1684,687,1535,1024,,201.115492,253.784608,92,7.6,9.009,W,2.5973024,Calm,
3,35.8,32.82476131,-95.30471127,491,,4.200006962,5.20000862,0.100000166,30.2,-16,45.8,6.684320896,1684,631,1024,1024,,201.115492,254.544576,92,7.6,9.009,W,2.5973024,Calm,
4,35.9,32.82476512,-95.30470521,491,,3.900006465,5.500009117,0.300000497,20,-23,56.3,6.742414191,1684,364,1024,1024,,201.115492,255.438656,92,7.6,9.009,W,2.5973024,Calm,
0,36,32.82476887,-95.30469849,490,,3.700006133,5.600009283,0.70000116,9.5,-34,62.7,6.711940368,1684,364,983,1024,,201.115492,256.422144,92,7.6,9.009,W,2.5973024,Calm,
1,36.1,32.82477223,-95.30469227,490,,3.600005967,5.800009614,1.200001989,13.1,-32.8,61.6,6.826430442,1684,364,956,1024,,201.115492,257.360928,92,7.842,9.009,W,2.6956512,Calm,
2,36.2,32.82477512,-95.3046865,490,,3.500005802,6.000009946,1.600002652,12.5,-30.8,62.7,6.946233138,1684,1017,1024,1024,,201.115492,258.210304,92,7.842,9.009,W,2.6956512,Calm,
3,36.3,32.82477841,-95.30467964,489,,3.400005636,6.200010277,1.900003149,10.7,-32,64.1,7.07107934,1684,1371,1024,1024,,201.115492,259.193792,92,7.842,9.009,W,2.7984704,Calm,
4,36.4,32.82478145,-95.30467283,488,,3.30000547,6.500010774,2.100003481,9.7,-28.7,64.7,7.289730628,1684,1582,1024,1024,,201.115492,260.17728,92,7.842,9.009,W,2.7984704,Calm,
0,36.5,32.82478448,-95.30466554,488,,3.200005304,7.000011603,1.500002486,8.6,-28,65.4,7.696765018,1684,1678,929,1024,,201.115492,261.250176,92,7.842,9.009,W,2.8968192,Calm,
1,36.6,32.82478693,-95.3046582,487,,3.200005304,7.500012432,1.100001823,6.8,-31.3,65.9,8.154153547,1684,1684,848,1024,,201.115492,262.323072,92,7.842,4.366,W,2.8968192,Calm,
2,36.7,32.8247901,-95.30464903,487,,3.200005304,8.000013261,0.800001326,1.9,-33.1,66.8,8.616277571,1684,1684,707,1024,,201.115492,263.619488,92,7.842,4.366,W,2.8968192,Calm,
3,36.8,32.82479261,-95.30464068,487,,3.30000547,8.400013924,0.400000663,-5.4,-33,68.9,9.024980314,1684,1684,364,1024,,201.115492,264.826496,92,7.842,4.366,W,2.9996384,Calm,
4,36.9,32.82479587,-95.30463086,487,,3.600005967,8.800014587,0,-17,-28.6,70.2,9.507906897,1684,1521,364,1024,,201.115492,266.21232,92,7.842,4.366,W,2.9996384,Calm,
0,37,32.82479905,-95.30462195,487,,4.200006962,8.900014753,-0.400000663,-27.9,-13.1,67.5,9.841255684,1684,1615,364,1024,,201.115492,267.508736,92,7.842,4.366,W,2.9996384,Calm,
1,37.1,32.82480316,-95.30461251,487,,5.000008288,8.400013924,-1.200001989,-34.3,-2.5,59,9.775495653,1684,1684,364,1024,,201.115492,268.89456,92,7.842,4.366,W,3.0979872,Calm,
2,37.2,32.8248086,-95.30460311,488,,5.700009448,7.500012432,-1.800002984,-35.5,-2.2,50,9.42020659,1684,1684,364,1024,,201.115492,270.280384,92,7.842,4.366,W,3.0979872,Calm,
3,37.3,32.82481435,-95.30459525,488,,6.300010443,6.500010774,-2.300003812,-35.1,-4.8,42.1,9.052086585,1684,1684,1024,1024,,201.115492,271.487392,92,7.842,4.366,W,3.0979872,Calm,
4,37.4,32.82482022,-95.3045894,489,,6.800011272,5.500009117,-2.700004476,-34.3,-7.8,34.1,8.745870443,1684,1684,1024,1024,,201.115492,272.426176,92,7.842,4.366,NW,3.0979872,Calm,
0,37.5,32.82482693,-95.3045837,490,,7.200011935,4.500007459,-3.200005304,-30,-16,27.5,8.490596745,1684,1684,1024,1024,,201.115492,273.409664,92,7.842,4.366,NW,3.196336,Calm,
1,37.6,32.82483301,-95.3045806,491,,7.600012598,3.800006299,-3.400005636,-22.2,-28.1,21.8,8.497072119,1684,1640,1024,1024,,201.115492,273.990816,92,7.625,4.366,NW,3.196336,Calm,
2,37.7,32.82483978,-95.30457708,492,,8.000013261,3.30000547,-3.500005802,-17.9,-32.5,19.4,8.653914762,1684,455,1331,1024,,201.115492,274.616672,92,7.625,4.366,NW,3.196336,Calm,
3,37.8,32.82484767,-95.30457393,493,,8.50001409,2.900004807,-3.500005802,-5.1,-35.3,16.1,8.98110602,1684,364,1024,1024,,201.115492,275.287232,92,7.625,4.366,NW,3.196336,Calm,
4,37.9,32.8248558,-95.30457076,494,,8.600014255,2.800004641,-3.100005139,-4.8,-36.6,15.5,9.04435011,1684,364,1024,1024,,201.115492,275.957792,92,7.625,4.366,NW,3.196336,Calm,
0,38,32.82486272,-95.30456793,495,,8.800014587,2.700004476,-2.700004476,-7.4,-36.2,19.2,9.204904973,1684,364,1024,1024,,201.115492,276.538944,92,7.625,4.366,NW,3.2991552,Calm,
1,38.1,32.82487231,-95.30456464,496,,9.000014918,2.60000431,-2.400003978,-4.5,-35.9,18.2,9.368045963,1684,364,1024,1024,,201.115492,277.254208,92,7.625,4.366,NW,3.2991552,Calm,
2,38.2,32.82487897,-95.30456198,497,,9.100015084,2.60000431,-2.100003481,-1.6,-35.3,16.4,9.464158222,1684,364,1024,1024,,201.115492,277.83536,92,7.625,4.366,NW,3.2991552,Calm,
3,38.3,32.82488798,-95.30455887,497,,9.20001525,2.60000431,-1.800002984,-0.3,-35,16.6,9.560350501,1684,901,1189,1024,,201.115492,278.50592,92,7.625,4.366,NW,3.2991552,Calm,
4,38.4,32.82489625,-95.30455567,498,,9.300015416,2.60000431,-1.400002321,1.4,-34.7,16.4,9.656619671,1684,1498,1024,1024,,201.115492,279.221184,92,7.625,4.366,NW,3.2991552,Calm,
0,38.5,32.82490464,-95.30455267,498,,9.500015747,2.700004476,-1.400002321,3.1,-32.7,15.5,9.876250423,1684,1645,1024,1024,,201.115492,279.891744,92,7.625,4.366,NW,3.2991552,Calm,
1,38.6,32.82491232,-95.30454964,498,,9.800016244,2.900004807,-1.700002818,0.7,-31.3,16.6,10.22009482,1684,1684,1024,1024,,201.115492,280.562304,92,7.625,10.025,NW,3.2991552,Calm,
2,38.7,32.82492215,-95.30454594,499,,10.10001674,3.000004973,-2.000003315,-1,-31.6,17.1,10.53614539,1684,1684,1024,1024,,201.115492,281.366976,92,7.625,10.025,NW,3.2991552,Calm,
3,38.8,32.82493136,-95.30454253,499,,10.30001707,3.100005139,-2.300003812,-1.2,-32.7,17.2,10.75641094,1684,1684,1024,1024,,201.115492,282.171648,92,7.625,10.025,NW,3.397504,Calm,
4,38.9,32.82494018,-95.30453919,499,,10.60001757,3.200005304,-2.500004144,-0.7,-33.3,17.1,11.07250666,1684,1684,1024,1024,,201.115492,282.931616,92,7.625,10.025,NW,3.397504,Calm,
0,39,32.824949,-95.30453594,500,,10.8000179,3.30000547,-2.60000431,-1,-32.7,16.9,11.29293672,1684,1684,1024,1024,,201.115492,283.691584,92,7.625,10.025,NW,3.397504,Calm,
1,39.1,32.82495921,-95.30453206,500,,10.90001807,3.400005636,-2.800004641,-1.8,-31.8,17.2,11.41798678,1684,1684,1024,1024,,201.115492,284.585664,92,7.385,10.025,NW,3.397504,Calm,
2,39.2,32.82496976,-95.30452824,501,,11.1000184,3.400005636,-3.100005139,-2.2,-29.1,17.6,11.60906732,1684,1684,1024,1024,,201.115492,285.479744,92,7.385,10.025,NW,3.397504,Calm,
3,39.3,32.82498022,-95.30452425,501,,11.20001857,3.500005802,-3.400005636,-2.3,-26.7,17.4,11.7341576,1684,1024,1684,1024,,201.115492,286.418528,92,7.385,10.025,NW,3.397504,Calm,
4,39.4,32.82498891,-95.30452103,502,,11.20001857,3.500005802,-3.700006133,8.4,-23,15.4,11.7341576,1684,1024,1684,1247,,201.115492,287.178496,92,7.385,10.025,NW,3.397504,Calm,
0,39.5,32.82499941,-95.30451689,502,,11.00001823,3.800006299,-4.100006796,23.3,-12.2,13.1,11.63788843,1175,1299,1324,1409,,201.115492,288.161984,92,7.385,10.025,NW,3.397504,Calm,
1,39.6,32.82501066,-95.30451164,503,,10.5000174,4.400007293,-4.400007293,31.5,-7.1,20.5,11.38465726,442,1343,1289,1202,,201.115492,289.324288,92,7.385,16.533,NW,3.397504,Calm,
2,39.7,32.82501929,-95.30450677,504,,9.90001641,4.900008122,-4.300007128,34.3,-7.1,28.5,11.04628464,364,1445,1290,1183,,201.115492,290.35248,92,7.385,16.533,NW,3.397504,Calm,
3,39.8,32.82502778,-95.30450097,506,,9.20001525,5.300008785,-4.100006796,33.9,1.2,35.1,10.61745571,364,1660,1132,1254,,201.115492,291.47008,92,7.385,16.533,NW,3.397504,Calm,
4,39.9,32.82503518,-95.30449531,508,,8.400013924,5.600009283,-4.00000663,31.2,12.1,39.4,10.0955602,364,1684,1024,1251,,201.115492,292.542976,92,7.385,16.533,NW,3.397504,Calm,
0,40,32.82504116,-95.30448967,510,,7.300011653,5.800009614,-4.100006796,26.6,22.9,44.2,9.323641033,364,1640,1024,1187,,201.115492,293.526464,92,7.385,16.533,NW,3.397504,Calm,
1,40.1,32.82504698,-95.30448352,512,,5.800009614,5.600009283,-4.600007625,19.4,28.6,46.1,8.062270733,364,1024,1024,1177,,201.115492,294.59936,92,7.385,16.533,NW,3.397504,Calm,
2,40.2,32.8250521,-95.30447683,514,,4.800007956,5.300008785,-4.700007791,13.1,27.7,43.6,7.15053623,1024,364,1069,1469,,201.115492,295.71696,92,7.385,16.533,NW,3.4958528,Calm,
3,40.3,32.82505627,-95.304471,517,,4.300007128,5.000008288,-4.200006962,8.9,27.9,43.5,6.594705469,1660,364,1024,1320,,201.115492,296.700448,92,7.385,16.533,NW,3.4958528,Calm,
4,40.4,32.82505977,-95.30446619,518,,3.800006299,4.700007791,-3.800006299,13.9,28.6,46,6.044015222,1684,364,1024,1268,,201.115492,297.460416,92,7.385,16.533,NW,3.4958528,Calm,
0,40.5,32.8250628,-95.30446137,520,,3.200005304,4.400007293,-3.400005636,15.1,13,46,5.440597054,1684,364,1059,1278,,201.115492,298.265088,92,7.385,16.533,NW,3.4958528,Calm,
1,40.6,32.82506523,-95.30445736,522,,2.900004807,4.300007128,-2.900004807,14.8,-8.3,44.8,5.186529469,1684,364,1061,1277,,201.115492,298.890944,92,7.385,16.533,NW,3.4958528,Calm,
2,40.7,32.82506758,-95.30445299,524,,2.800004641,4.300007128,-2.200003647,15.4,-25,41.5,5.131284713,1684,364,1069,1278,,201.115492,299.561504,92,7.385,16.533,NW,3.4958528,Calm,
3,40.8,32.82507098,-95.30444801,525,,2.700004476,4.500007459,-1.600002652,14,-29.9,40,5.247865146,1684,364,1105,1276,,201.115492,300.366176,92,7.385,16.533,NW,3.4958528,Calm,
4,40.9,32.82507368,-95.30444278,526,,2.800004641,4.700007791,-1.200001989,13.1,-31,40.1,5.470840651,1684,364,1105,1276,,201.115492,301.170848,92,7.385,16.533,NW,3.4958528,Calm,
0,41,32.82507635,-95.30443799,527,,2.800004641,5.000008288,-0.900001492,12.6,-31.6,40.4,5.730629006,1024,364,1176,1024,,201.115492,301.930816,92,7.385,16.533,NW,3.4958528,Calm,
1,41.1,32.82507961,-95.30443141,527,,2.900004807,5.20000862,-0.500000829,12.6,-31.8,40.4,5.953999695,1024,364,1135,1024,,201.115492,302.959008,92,7.83,16.533,NW,3.4958528,Calm,
2,41.2,32.82508231,-95.30442584,527,,3.000004973,5.400008951,-0.200000332,9.7,-25.5,42.3,6.177388265,1024,364,1118,1024,,201.115492,303.808384,92,7.83,16.533,NW,3.4958528,Calm,
3,41.3,32.82508529,-95.30441961,527,,3.000004973,5.500009117,0,3.5,-15.7,44.6,6.264992012,1024,364,1120,1024,,201.115492,304.747168,92,7.83,16.533,NW,3.4958528,Calm,
4,41.4,32.82508754,-95.30441435,527,,3.000004973,5.500009117,0.100000166,-2.3,3.2,45.8,6.264992012,1024,364,1126,1024,,201.115492,305.55184,92,7.83,16.533,NW,3.2991552,Calm,
0,41.5,32.82509023,-95.30440853,527,,2.800004641,5.20000862,0.200000332,-8.9,19.9,45.1,5.905938871,1024,364,1126,1024,,201.115492,306.44592,92,7.83,16.533,NW,2.9996384,Calm,
1,41.6,32.82509355,-95.30440164,527,,2.700004476,4.800007956,0.500000829,-15.8,24.9,42.6,5.507276646,1513,364,1107,1024,,201.115492,307.518816,92,7.83,4.863,NW,2.6956512,Calm,
2,41.7,32.82509603,-95.30439683,526,,2.500004144,4.400007293,0.900001492,-16.4,27.9,42.3,5.060640323,1684,364,1063,1140,,201.115492,308.23408,92,7.83,4.863,NW,2.4989536,Calm,
3,41.8,32.82509802,-95.30439281,526,,2.400003978,4.00000663,1.400002321,-13.2,26.4,44.3,4.664768969,1684,364,1061,1150,,201.115492,308.859936,92,7.83,4.863,NW,2.1994368,Calm,
4,41.9,32.82510029,-95.30438844,526,,2.200003647,3.700006133,1.800002984,-9.7,14.2,46.3,4.30465545,1684,364,1056,1162,,201.115492,309.5752,92,7.83,4.863,NW,1.9982688,Calm,
0,42,32.82510221,-95.30438486,525,,2.200003647,3.500005802,2.300003812,-6.5,-3.3,47.6,4.134011788,1684,364,1054,1175,,201.115492,310.111648,92,7.83,4.863,NW,1.89992,Calm,
1,42.1,32.82510403,-95.30438156,524,,2.200003647,3.400005636,2.700004476,-3.2,-14.8,47.6,4.049697809,1684,364,1053,1197,,201.115492,310.648096,92,7.83,4.863,N,1.698752,Calm,
2,42.2,32.82510598,-95.3043783,523,,2.200003647,3.400005636,3.200005304,0,-22,47.5,4.049697809,1684,364,1046,1195,,201.115492,311.13984,92,7.83,4.863,N,1.5959328,Calm,
3,42.3,32.82510857,-95.30437392,522,,2.300003812,3.500005802,3.600005967,2.4,-28.1,47.2,4.188084852,1684,364,1030,1191,,201.115492,311.855104,92,7.83,4.863,N,1.5959328,Calm,
4,42.4,32.82511113,-95.30436973,521,,2.400003978,3.700006133,4.00000663,4.2,-31.5,46.6,4.410222604,1684,364,1030,1192,,201.115492,312.525664,92,7.83,4.863,N,1.698752,Calm,
0,42.5,32.82511351,-95.30436566,519,,2.500004144,3.800006299,4.400007293,5.2,-32.6,46.3,4.548633341,1684,364,1033,1561,,201.115492,313.15152,92,7.83,4.863,N,1.7971008,Calm,
1,42.6,32.82511623,-95.30436062,518,,2.700004476,4.100006796,4.700007791,6,-32.9,46.2,4.909183171,1684,364,1103,1597,,201.115492,313.956192,92,7.887,4.863,N,1.89992,Calm,
2,42.7,32.82511833,-95.30435693,516,,2.800004641,4.400007293,4.800007956,12.9,-30.8,45.2,5.215370255,1684,364,1141,1548,,201.115492,314.537344,92,7.887,4.863,N,1.9982688,Calm,
3,42.8,32.82512111,-95.30435142,515,,2.900004807,4.800007956,4.800007956,22.3,-27,43.2,5.608039015,1684,364,1169,1468,,201.115492,315.38672,92,7.887,4.863,N,2.0966176,Calm,
4,42.9,32.82512392,-95.3043456,513,,2.800004641,5.20000862,4.900008122,25.1,-26.4,42.3,5.905938871,1684,364,1235,1286,,201.115492,316.2808,92,7.887,4.863,N,2.0966176,Calm,
0,43,32.82512674,-95.30433892,511,,2.700004476,5.600009283,5.000008288,24.4,-25.9,43.3,6.216922694,1684,364,1354,1266,,201.115492,317.308992,92,7.887,4.863,N,2.1994368,Calm,
1,43.1,32.82512896,-95.30433308,510,,2.60000431,6.100010111,4.900008122,23.2,-26.3,44.5,6.630998412,1684,364,1424,1246,,201.115492,318.158368,92,7.887,4.863,N,2.2977856,Calm,
2,43.2,32.82513146,-95.30432561,509,,2.500004144,6.500010774,4.900008122,24.2,-24.3,45.9,6.964205487,1684,364,1432,1231,,201.115492,319.275968,92,7.887,4.863,N,2.2977856,Calm,
3,43.3,32.82513386,-95.30431777,507,,2.400003978,6.900011437,4.900008122,27.1,-13.1,49.9,7.305489235,1684,364,1406,1248,,201.115492,320.393568,92,7.887,4.863,N,2.3961344,Calm,
4,43.4,32.82513537,-95.30431147,506,,2.000003315,7.200011935,4.800007956,26,-6.6,52.5,7.472628997,1684,364,1296,1262,,201.115492,321.332352,92,7.887,4.863,N,2.3961344,Calm,
0,43.5,32.82513723,-95.30430238,504,,1.700002818,7.300011653,4.800007956,23.3,-5.9,55.7,7.495343993,1684,364,1296,1262,,201.115492,322.584064,92,7.887,4.863,N,2.4989536,Calm,
1,43.6,32.82513857,-95.30429399,502,,1.400002321,7.400012266,4.900008122,19.1,-9.9,60.7,7.531280198,1684,734,1053,1216,,201.115492,323.746368,92,7.887,3.414,N,2.4989536,Calm,
2,43.7,32.82513963,-95.30428629,501,,1.200001989,7.500012432,4.900008122,14.3,-21.2,64.5,7.595405851,1684,1024,1024,1196,,201.115492,324.819264,92,7.887,3.414,N,2.4989536,Calm,
3,43.8,32.82514095,-95.304279,499,,1.100001823,7.800012929,4.600007625,12.6,-24.4,66.6,7.877195279,1684,1024,1003,1149,,201.115492,325.847456,92,7.887,3.414,N,2.5973024,Calm,
4,43.9,32.82514193,-95.30426976,498,,0.900001492,8.300013758,4.100006796,8.6,-26.5,66.5,8.348666015,1684,838,364,1142,,201.115492,327.099168,92,7.887,3.414,N,2.5973024,Calm,
0,44,32.82514295,-95.30426181,496,,1.000001658,8.700014421,3.700006133,-11,-24.1,71.4,8.757296786,1684,825,364,1142,,201.115492,328.172064,92,7.887,3.414,N,2.6956512,Calm,
1,44.1,32.82514436,-95.30425045,495,,1.400002321,8.800014587,3.100005139,-27.6,-13.6,69.7,8.910682468,1684,933,364,1142,,201.115492,329.736704,92,7.883,3.414,N,2.6956512,Calm,
2,44.2,32.82514612,-95.30424186,494,,2.200003647,8.50001409,2.60000431,-33.4,-10.3,60.8,8.78010566,1684,1024,364,1142,,201.115492,330.943712,92,7.883,3.414,N,2.6956512,Calm,
3,44.3,32.82514881,-95.3042325,493,,3.000004973,8.000013261,2.100003481,-33.2,-9.5,51.5,8.544017578,1684,1478,364,1141,,201.115492,332.284832,92,7.883,3.414,N,2.6956512,Calm,
4,44.4,32.8251523,-95.30422455,492,,3.700006133,7.400012266,1.600002652,-31,-10.2,42.9,8.273464947,1684,1684,801,1139,,201.115492,333.49184,92,7.883,3.414,N,2.7984704,Calm,
0,44.5,32.82515615,-95.30421707,492,,4.300007128,6.700011106,1.200001989,-30.5,-12.4,34.3,7.961168614,1684,1684,960,1110,,201.115492,334.654144,92,7.883,3.414,N,2.7984704,Calm,
1,44.6,32.82516022,-95.30421131,492,,4.800007956,6.000009946,0.70000116,-29.8,-16.6,27.4,7.683761518,1684,1684,1024,1107,,201.115492,335.637632,92,7.883,3.414,N,2.7984704,Calm,
2,44.7,32.82516551,-95.30420481,491,,5.400008951,5.20000862,0.300000497,-25.3,-25.4,24.1,7.496677961,1684,1113,1684,1106,,201.115492,336.710528,92,7.883,3.414,N,2.7984704,Calm,
3,44.8,32.82517013,-95.30420047,491,,6.000009946,4.700007791,0,-19.1,-30.2,21.5,7.621691803,1684,1041,1684,1107,,201.115492,337.5152,92,7.883,3.414,N,2.8968192,Calm,
4,44.9,32.82517629,-95.30419566,491,,6.60001094,4.300007128,-0.200000332,-0.9,-29.5,13.5,7.877195279,1684,1226,1684,1116,,201.115492,338.453984,92,7.883,3.414,N,2.8968192,Calm,
0,45,32.82518275,-95.30419125,491,,6.700011106,4.300007128,0,13.5,-19.5,11.2,7.961168614,1684,1221,1684,1118,,201.115492,339.348064,92,7.883,3.414,N,2.8968192,Calm,
1,45.1,32.82518831,-95.30418717,491,,6.700011106,4.500007459,-0.200000332,24.9,-5.6,22.8,8.070948674,1684,1039,1684,1136,,201.115492,340.152736,92,7.883,3.414,N,2.8968192,Calm,
2,45.2,32.82519417,-95.30418107,492,,6.100010111,5.100008454,-0.900001492,33.1,5.3,38.8,7.951113343,1684,522,1527,1140,,201.115492,341.225632,92,7.883,6.116,N,2.8968192,Calm,
3,45.3,32.82519941,-95.30417503,492,,5.20000862,5.500009117,-1.100001823,31.2,1,43.4,7.569028255,1684,364,997,1140,,201.115492,342.298528,92,7.883,6.116,N,2.8968192,Calm,
4,45.4,32.825203,-95.30416943,492,,4.800007956,5.600009283,-0.800001326,29,-4.9,49.7,7.375647692,1684,364,997,1140,,201.115492,343.192608,92,7.883,6.116,N,2.7984704,Calm,
0,45.5,32.82520737,-95.30416301,493,,4.400007293,5.800009614,-0.400000663,29.3,-13.3,57.8,7.28012195,1684,364,750,1141,,201.115492,344.265504,92,7.883,6.116,N,2.7984704,Calm,
1,45.6,32.82521085,-95.30415619,493,,4.100006796,5.90000978,0,26.5,-23.9,62.3,7.184717802,1684,528,516,1140,,201.115492,345.293696,92,7.883,6.116,NW,2.7984704,Calm,
2,45.7,32.82521472,-95.30414892,492,,3.800006299,6.100010111,0.600000995,16.1,-24.9,65.8,7.186805032,1684,690,746,1140,,201.115492,346.456,92,7.883,6.116,NW,2.6956512,Calm,
3,45.8,32.82521776,-95.30414343,492,,3.600005967,6.300010443,0.900001492,10.5,-14.9,65.4,7.256043928,1684,994,1024,1140,,201.115492,347.305376,92,7.883,6.116,NW,2.6956512,Calm,
4,45.9,32.82522103,-95.30413621,492,,3.400005636,6.400010609,0.800001326,18.7,-15.6,58.9,7.247080329,1684,568,1024,1140,,201.115492,348.422976,92,7.883,6.116,NW,2.6956512,Calm,
0,46,32.825224,-95.30412869,492,,3.000004973,6.800011272,0.600000995,20,-21.8,57.9,7.432373939,1684,364,839,1141,,201.115492,349.58528,92,7.883,6.116,NW,2.6956512,Calm,
1,46.1,32.82522633,-95.30412198,491,,2.800004641,7.000011603,0.900001492,13.2,-32.8,57.2,7.539242874,1684,364,749,1140,,201.115492,350.568768,92,7.58,6.116,NW,2.7984704,Calm,
2,46.2,32.82522891,-95.3041141,491,,2.700004476,7.100011769,1.500002486,0.9,-35.8,59.7,7.596063893,1684,364,870,1140,,201.115492,351.731072,92,7.58,5.355,NW,2.7984704,Calm,
3,46.3,32.8252317,-95.30410551,490,,2.800004641,7.200011935,1.900003149,-3.5,-33.8,60.2,7.725295558,1684,364,1010,1140,,201.115492,352.982784,92,7.58,5.355,NW,2.7984704,Calm,
4,46.4,32.82523401,-95.30409948,490,,2.900004807,7.300011653,2.200003647,1,-34.6,56.9,7.85494744,1684,364,1015,1143,,201.115492,353.876864,92,7.58,5.355,NW,2.7984704,Calm,
0,46.5,32.8252371,-95.30409042,489,,3.000004973,7.400012266,2.60000431,1.7,-35.1,55.2,7.984998975,1684,364,1014,1148,,201.115492,355.217984,92,7.58,5.355,NW,2.7984704,Calm,
