Filter,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.altitude [m],Convert MPH to m/s,OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.roll,OSD.pitch,OSD.yaw,OSD.hSpeed [m/s],RC.elevator,RC.throttle,RC.rudder,RC.aileron,Convert ft to m,OSD.vpsHeight [m],HOME.distance [m],BATTERY.chargeLevel,BATTERY.voltage [V],BATTERY.current [A],WEATHER.windDirection,WEATHER.windSpeed [m/s],WEATHER.windStrength,
2,104.7,32.82630776,-95.30397344,463,,7.900013095,7.300011653,-0.100000166,12,-34.6,14.8,10.75641094,1684,962,1024,1311,,160.104992,454.460864,87,7.856,5.466,NE,2.8968192,Calm,
3,104.8,32.82631525,-95.30396537,463,,8.200013592,7.200011935,-0.200000332,10.4,-33,17.2,10.91239616,1684,962,1024,1311,,171.916016,456.070208,87,7.856,5.466,NE,2.9996384,Calm,
4,104.9,32.82632239,-95.30395809,463,,8.300013758,7.000011603,-0.100000166,12.7,-33.2,16.3,10.8577339,1684,364,1017,1311,,162.40158,457.590144,87,7.856,5.466,NE,3.0979872,Calm,
0,105,32.82632997,-95.30395064,463,,8.200013592,6.800011272,0.100000166,15.3,-32.9,15.2,10.65271643,1684,364,901,1311,,162.40158,459.154784,87,7.856,5.466,NE,3.0979872,Calm,
1,105.1,32.82633771,-95.30394311,463,,8.200013592,6.700011106,0.400000663,16.7,-32.2,15.2,10.58916255,1684,364,940,1311,,162.40158,460.764128,87,7.606,5.466,NE,3.196336,Calm,
2,105.2,32.82634447,-95.30393661,462,,8.100013427,6.500010774,0.800001326,17.1,-32.1,15.4,10.38558411,1684,364,1024,1311,,162.40158,462.149952,87,7.606,5.466,NE,3.196336,Calm,
3,105.3,32.82635108,-95.30393029,462,,8.100013427,6.400010609,1.100001823,17.7,-31.4,15.1,10.32329176,1684,783,1024,1310,,162.40158,463.491072,87,7.606,5.466,NE,3.196336,Calm,
4,105.4,32.82635917,-95.30392241,462,,8.000013261,6.400010609,1.400002321,19.4,-30.1,14.5,10.24501551,1684,1024,1024,1311,,162.40158,465.14512,87,7.606,11.034,NE,3.2991552,Calm,
0,105.5,32.82636558,-95.30391627,461,,7.900013095,6.300010443,1.700002818,19.7,-29.2,14.3,10.10447105,1684,1024,1024,1311,,162.40158,466.48624,87,7.606,11.034,NE,3.2991552,Calm,
1,105.6,32.82637318,-95.3039086,461,,8.000013261,6.60001094,1.500002486,18.9,-26.8,15.3,10.37113086,1684,1024,1024,1311,,162.40158,468.095584,87,7.606,11.034,NE,3.2991552,Calm,
2,105.7,32.8263809,-95.30390081,460,,8.200013592,6.900011437,1.000001658,18.2,-27.6,15.4,10.71682689,1684,1024,1024,1311,,162.40158,469.704928,87,7.606,11.034,NE,3.397504,Calm,
3,105.8,32.82638843,-95.30389317,460,,8.300013758,7.000011603,0.600000995,17.5,-29.7,14.9,10.8577339,1684,1024,1024,1311,,166.666672,471.269568,87,7.606,11.034,NE,3.397504,Calm,
4,105.9,32.82639522,-95.30388613,460,,8.400013924,7.200011935,0.400000663,16.8,-30.6,14.8,11.06347154,1684,1024,1024,1311,,170.931764,472.7448,87,7.606,11.034,NE,3.397504,Calm,
0,106,32.82640368,-95.30387764,460,,8.600014255,7.200011935,0.200000332,16.6,-31.3,14.5,11.21607848,1684,1024,1024,1310,,170.931764,474.488256,87,7.606,11.034,NE,3.4958528,Calm,
1,106.1,32.82641183,-95.30386936,460,,8.700014421,7.300011653,0.100000166,16.7,-31.5,14.3,11.35695464,1684,1024,1024,1311,,170.931764,476.231712,87,7.545,11.034,NE,3.4958528,Calm,
2,106.2,32.82641896,-95.30386246,459,,8.800014587,7.300011653,0,17.3,-31.3,14.3,11.43374091,1684,1024,1024,1311,,165.68242,477.706944,87,7.545,11.034,NE,3.4958528,Calm,
3,106.3,32.82642648,-95.30385499,459,,8.800014587,7.300011653,0,17.7,-30.7,14.5,11.43374091,1684,1024,1024,1311,,168.96326,479.271584,87,7.545,11.034,NE,3.4958528,Calm,
4,106.4,32.82643542,-95.30384646,459,,8.900014753,7.300011653,0,18.2,-30.2,14.6,11.51088348,1684,1024,1024,1311,,160.104992,481.104448,87,7.545,11.034,NE,3.4958528,Calm,
0,106.5,32.82644261,-95.30383942,459,,8.800014587,7.200011935,0,18.8,-30.1,14.3,11.37015484,1684,1024,1024,1311,,160.104992,482.57968,87,7.545,11.034,NE,3.4958528,Calm,
1,106.6,32.8264511,-95.30383149,459,,8.800014587,7.200011935,0,19,-29.9,14.3,11.37015484,1684,1024,1024,1311,,168.96326,484.323136,87,7.545,11.034,NE,3.598672,Calm,
2,106.7,32.82645947,-95.30382333,459,,8.800014587,7.200011935,0,18.9,-29.4,14.6,11.37015484,1684,1024,1024,1311,,168.96326,486.021888,87,7.545,11.034,E,3.598672,Calm,
3,106.8,32.82646736,-95.30381569,459,,8.800014587,7.200011935,0,19.3,-28.9,14.8,11.37015484,1684,942,1009,1311,,164.370084,487.675936,87,7.545,11.034,E,3.598672,Calm,
4,106.9,32.82647486,-95.3038083,459,,8.800014587,7.200011935,0,19.1,-29.4,14.6,11.37015484,1684,364,1024,1311,,164.370084,489.240576,87,7.545,11.034,E,3.598672,Calm,
0,107,32.82648326,-95.30380024,459,,8.700014421,7.200011935,0,19.2,-30.6,14.1,11.29293672,1684,364,1006,1310,,162.40158,490.939328,87,7.545,11.034,E,3.598672,Calm,
1,107.1,32.82649146,-95.30379229,459,,8.600014255,7.000011603,0.200000332,20,-31.3,13.9,11.0887512,1684,364,1006,1310,,166.666672,492.63808,87,7.545,11.034,E,3.598672,Calm,
2,107.2,32.82649846,-95.30378558,459,,8.50001409,6.900011437,0.500000829,20.2,-29.7,14.1,10.9480771,1684,364,1010,1308,,165.68242,494.068608,87,7.545,11.034,E,3.598672,Calm,
3,107.3,32.82650571,-95.3037785,459,,8.400013924,6.900011437,0.70000116,21.2,-30,13.6,10.87062027,1684,364,1010,1310,,169.947512,495.588544,87,7.545,11.034,E,3.598672,Calm,
4,107.4,32.82651283,-95.30377143,459,,8.300013758,6.800011272,1.000001658,22.5,-30.2,13.5,10.72988224,1684,364,1024,1309,,164.370084,497.063776,87,7.545,11.563,E,3.598672,Calm,
0,107.5,32.82652068,-95.30376379,458,,8.200013592,6.700011106,1.400002321,22,-29.3,13.4,10.58916255,1684,408,1222,1307,,160.104992,498.717824,87,7.545,11.563,E,3.598672,Calm,
1,107.6,32.82652835,-95.30375641,458,,8.100013427,6.60001094,1.700002818,23.1,-28.8,13.4,10.44846207,1684,724,1684,1306,,158.136488,500.282464,87,7.545,11.563,E,3.598672,Calm,
2,107.7,32.82653554,-95.30374943,457,,8.000013261,6.500010774,2.100003481,28,-18.5,16,10.30778082,1684,809,1684,1307,,155.8399,501.757696,87,7.545,11.563,E,3.598672,Calm,
3,107.8,32.82654312,-95.30374192,456,,7.700012764,6.900011437,1.700002818,32.8,-5.6,22.2,10.33926271,1684,831,1487,1307,,161.417328,503.36704,87,7.545,11.563,E,3.598672,Calm,
4,107.9,32.82654953,-95.30373447,456,,7.100011769,7.500012432,1.100001823,35.1,-6.7,28.7,10.32764951,1684,902,1024,1307,,162.40158,504.797568,87,7.545,11.563,E,3.598672,Calm,
0,108,32.82655604,-95.30372552,456,,6.60001094,7.800012929,1.000001658,34.1,-15.4,34.7,10.21764861,1684,1024,1024,1308,,160.104992,506.406912,87,7.545,11.563,E,3.598672,Calm,
1,108.1,32.82656122,-95.30371781,455,,6.100010111,8.100013427,0.900001492,25.2,-21.4,43,10.14003621,1684,1024,1024,1308,,148.293968,507.792736,87,7.74,11.563,E,3.4958528,Calm,
2,108.2,32.82656667,-95.30370828,455,,5.700009448,8.600014255,0.400000663,23.1,-21,44.6,10.31747801,1684,1024,852,1307,,152.55906,509.357376,87,7.74,11.563,E,3.4958528,Calm,
3,108.3,32.82657149,-95.30369929,455,,5.400008951,8.900014753,0.200000332,23.8,-25.5,42.3,10.41010827,1684,1024,904,1307,,151.574808,510.787904,87,7.74,11.563,E,3.4958528,Calm,
4,108.4,32.82657635,-95.30368857,455,,5.20000862,9.000014918,0.300000497,22.1,-27.3,43.5,10.39424595,1684,1024,1024,1307,,168.96326,512.441952,87,7.74,6.693,E,3.4958528,Calm,
0,108.5,32.82658084,-95.30367867,455,,4.900008122,9.300015416,0,21.9,-26.9,44.7,10.51191537,1684,1024,941,1308,,150.590556,513.961888,87,7.74,6.693,E,3.4958528,Calm,
1,108.6,32.82658508,-95.30366909,455,,4.700007791,9.400015581,0,23.4,-26.9,43,10.50953667,1684,1024,629,1308,,146.325464,515.392416,87,7.74,6.693,E,3.4958528,Calm,
2,108.7,32.82658934,-95.30365826,455,,4.400007293,9.500015747,0.100000166,22.7,-27,43,10.46949664,1684,1280,814,1308,,145.013128,516.957056,87,7.74,6.693,E,3.4958528,Calm,
3,108.8,32.82659323,-95.30364818,455,,4.200006962,9.700016079,0,11.7,-32.2,44.9,10.57025856,1684,1187,1024,1307,,139.763784,518.432288,87,7.74,6.693,E,3.4958528,Calm,
4,108.9,32.82659682,-95.30363835,455,,4.200006962,9.600015913,0.100000166,11.8,-31.8,44.3,10.47856664,1684,403,1024,1308,,139.763784,519.862816,87,7.74,6.693,E,3.598672,Calm,
0,109,32.82660107,-95.30362764,455,,4.300007128,9.800016244,-0.100000166,19,-27,38.6,10.70188636,1684,364,780,1308,,147.309716,521.427456,87,7.74,6.693,E,3.598672,Calm,
1,109.1,32.82660512,-95.30361661,455,,4.200006962,9.800016244,-0.100000166,19,-31.6,36.7,10.6620998,1684,364,707,1308,,145.013128,522.992096,87,7.74,6.693,E,3.598672,Calm,
2,109.2,32.82660878,-95.30360725,455,,4.100006796,9.600015913,0.200000332,12,-36.1,38.2,10.43888692,1684,364,870,1307,,146.325464,524.37792,87,7.74,6.693,E,3.598672,Calm,
3,109.3,32.82661243,-95.30359756,455,,4.200006962,9.500015747,0.500000829,3.7,-37,40.4,10.38702804,1684,364,914,1308,,138.779532,525.763744,87,7.74,6.693,E,3.4958528,Calm,
4,109.4,32.8266167,-95.30358654,455,,4.300007128,9.300015416,0.800001326,7.2,-35.9,37.3,10.2459914,1684,364,922,1307,,136.482944,527.373088,87,7.505,6.693,E,3.4958528,Calm,
0,109.5,32.82662032,-95.30357761,454,,4.400007293,9.100015084,1.200001989,12.8,-34.5,33.2,10.10793427,1684,364,953,1307,,144.028876,528.714208,87,7.505,6.693,E,3.397504,Calm,
1,109.6,32.82662458,-95.30356784,454,,4.400007293,8.900014753,1.600002652,13.6,-33.1,32.3,9.928258609,1684,390,956,1307,,140.748036,530.18944,87,7.505,6.693,E,3.397504,Calm,
2,109.7,32.82662878,-95.30355799,453,,4.400007293,8.800014587,1.800002984,13.9,-33.1,32.1,9.838715156,1684,760,1024,1307,,138.779532,531.664672,87,7.505,6.693,E,3.397504,Calm,
3,109.8,32.8266331,-95.30354868,452,,4.400007293,8.600014255,2.200003647,14.6,-32.7,31.6,9.660243377,1684,1024,1024,1307,,134.51444,533.0952,87,7.505,6.693,E,3.397504,Calm,
4,109.9,32.82663698,-95.30353997,452,,4.400007293,8.50001409,2.500004144,16.5,-30.8,31.1,9.571327121,1684,1024,1024,1308,,137.467196,534.43632,87,7.505,6.693,E,3.397504,Calm,
0,110,32.82664109,-95.30353025,451,,4.500007459,8.700014421,2.200003647,15.7,-28.6,31.7,9.794912836,1684,1024,1024,1308,,132.217852,535.866848,87,7.505,6.693,E,3.397504,Calm,
1,110.1,32.82664549,-95.30352025,450,,4.600007625,8.900014753,1.800002984,14.3,-30,31.6,10.01849944,1684,1024,1024,1307,,127.95276,537.386784,87,7.505,6.693,E,3.397504,Calm,
2,110.2,32.82664926,-95.30351156,450,,4.800007956,9.000014918,1.400002321,13.2,-31.2,31.6,10.20001691,1684,1024,830,1307,,121.39108,538.6832,87,7.505,6.693,E,3.397504,Calm,
3,110.3,32.82665347,-95.3035023,449,,5.000008288,9.20001525,1.000001658,9.6,-32.3,32,10.47092941,1684,1024,524,1307,,123.687668,540.113728,87,7.505,6.693,E,3.397504,Calm,
4,110.4,32.826659,-95.30349145,449,,5.300008785,9.20001525,0.600000995,-8.6,-32.2,36.2,10.61745571,1684,1024,435,1308,,121.39108,541.857184,86,7.505,8.414,E,3.4958528,Calm,
0,110.5,32.82666372,-95.30348278,449,,6.000009946,8.900014753,0,-22.9,-26.6,38.3,10.73360966,1684,1024,516,1308,,121.39108,543.243008,86,7.505,8.414,E,3.4958528,Calm,
1,110.6,32.82666994,-95.30347287,449,,6.500010774,8.200013592,-0.200000332,-24.8,-29.5,35,10.46376425,1684,1024,630,1308,,116.141736,544.94176,86,7.505,8.414,E,3.4958528,Calm,
2,110.7,32.82667617,-95.30346386,449,,6.800011272,7.700012764,0,-20.8,-32.8,27.1,10.27279636,1684,1024,760,1307,,116.141736,546.551104,86,7.505,8.414,E,3.4958528,Calm,
3,110.8,32.82668246,-95.3034561,449,,7.100011769,7.100011769,0,-20.6,-31.2,19.6,10.04093281,1684,1024,737,1307,,119.422576,548.026336,86,7.505,8.414,NE,3.4958528,Calm,
4,110.9,32.82668885,-95.30344931,449,,7.700012764,6.300010443,-0.100000166,-19.2,-31.8,16.1,9.948885482,1684,1024,863,1307,,120.406828,549.367456,86,7.505,8.414,NE,3.4958528,Calm,
0,111,32.82669667,-95.30344316,449,,7.900013095,5.700009448,0,-14.9,-36.3,13.5,9.741678866,1684,1024,1024,1308,,120.406828,550.842688,86,7.505,8.414,NE,3.4958528,Calm,
1,111.1,32.82670405,-95.3034375,449,,8.100013427,5.20000862,0.200000332,-2.6,-36.2,7,9.625502557,1684,1024,1024,1307,,116.141736,552.228512,86,7.689,8.414,NE,3.4958528,Calm,
2,111.2,32.82671115,-95.30343245,449,,8.400013924,4.800007956,0.200000332,5.2,-33.7,2.5,9.674725238,1684,1024,1024,1306,,119.422576,553.480224,86,7.689,8.414,NE,3.4958528,Calm,
3,111.3,32.82671847,-95.30342768,449,,8.700014421,4.500007459,0,8.3,-32,1.9,9.794912836,1684,1024,1024,1307,,119.422576,554.731936,86,7.689,8.414,NE,3.4958528,Calm,
4,111.4,32.82672711,-95.30342228,449,,8.800014587,4.300007128,0,11.4,-32.3,1.3,9.794402316,1684,1024,1009,1307,,116.141736,556.207168,86,7.689,9.447,NE,3.4958528,Calm,
0,111.5,32.82673429,-95.3034182,449,,8.900014753,4.100006796,0.100000166,14.1,-30.9,0.5,9.798995652,1684,1024,687,1307,,118.11024,557.369472,86,7.689,9.447,NE,3.598672,Calm,
1,111.6,32.82674282,-95.30341346,449,,9.000014918,4.100006796,0,13.3,-30.5,0.7,9.889910177,1684,1024,553,1307,,122.703416,558.755296,86,7.689,9.447,NE,3.598672,Calm,
2,111.7,32.82675137,-95.3034088,449,,9.100015084,4.00000663,-0.100000166,0.1,-34.6,3.7,9.940338077,1684,1024,535,1307,,123.687668,560.14112,86,7.689,9.447,NE,3.598672,Calm,
3,111.8,32.8267598,-95.30340476,449,,9.300015416,3.600005967,0,-15.5,-31.8,6.8,9.972478465,1684,1024,540,1306,,119.422576,561.48224,86,7.689,9.447,NE,3.598672,Calm,
4,111.9,32.82676795,-95.30340145,449,,9.600015913,2.900004807,-0.200000332,-20.5,-29.8,4.1,10.02847604,1684,1024,574,1306,,125.656172,562.644544,86,7.689,9.447,NE,3.598672,Calm,
0,112,32.82677684,-95.30339866,449,,9.600015913,2.300003812,-0.100000166,-21.9,-31.4,-0.8,9.87169285,1684,1024,664,1306,,121.39108,563.896256,86,7.689,9.447,NE,3.598672,Calm,
1,112.1,32.82678591,-95.30339657,449,,9.700016079,1.600002652,0,-22,-30.5,-7,9.831089101,1684,1024,768,1307,,117.125988,565.05856,86,7.689,9.447,NE,3.598672,Calm,
2,112.2,32.82679372,-95.30339567,449,,9.700016079,0.800001326,-0.100000166,-18.9,-30.9,-12.3,9.732949516,1684,1024,768,1307,,122.703416,565.95264,86,7.689,9.447,NE,3.598672,Calm,
3,112.3,32.82680286,-95.30339524,449,,9.700016079,0.100000166,0,-11.5,-34.2,-17.6,9.700531516,1684,1024,1024,1305,,122.703416,566.980832,86,7.689,9.447,NE,3.598672,Calm,
4,112.4,32.82681188,-95.30339558,449,,9.700016079,-0.300000497,0.200000332,3.5,-35.2,-26.1,9.704654119,1684,1024,1024,1305,,118.11024,567.874912,86,7.705,9.447,NE,3.598672,Calm,
0,112.5,32.82682025,-95.30339619,449,,9.800016244,-0.70000116,0.200000332,9.5,-33.4,-30.7,9.824984323,1684,1024,1024,1305,,122.703416,568.724288,86,7.705,9.447,NE,3.598672,Calm,
1,112.6,32.82682921,-95.3033974,449,,10.00001658,-1.100001823,0.100000166,10.7,-32.7,-30.5,10.06033434,1684,1024,1024,1304,,126.968508,569.52896,86,7.705,9.447,NE,3.598672,Calm,
2,112.7,32.82683882,-95.303399,449,,10.10001674,-1.400002321,0,13,-32,-30.9,10.19658453,1684,1024,1024,1305,,125.656172,570.378336,86,7.705,9.447,NE,3.6970208,Calm,
3,112.8,32.82684793,-95.30340067,449,,10.20001691,-1.600002652,0,15.5,-31.1,-31.9,10.32474464,1684,1024,1024,1305,,121.39108,571.183008,86,7.705,9.447,NE,3.6970208,Calm,
4,112.9,32.82685673,-95.30340249,449,,10.30001707,-1.800002984,0,17.2,-30.4,-32.2,10.45611584,1684,1024,1024,1305,,132.217852,571.942976,86,7.705,9.447,NE,3.6970208,Calm,
0,113,32.82686668,-95.30340461,449,,10.40001724,-2.000003315,0,18.4,-29.7,-32.2,10.59057922,1684,1024,1024,1306,,124.67192,572.792352,86,7.705,9.447,NE,3.6970208,Calm,
1,113.1,32.82687527,-95.30340663,449,,10.60001757,-2.100003481,0,19.3,-28.9,-32.3,10.80603461,1684,1024,1024,1305,,124.67192,573.507616,86,7.705,9.447,NE,3.6970208,Calm,
2,113.2,32.82688528,-95.30340902,449,,10.70001774,-2.200003647,0,19.8,-28.6,-32.3,10.92384485,1684,1024,1024,1305,,131.2336,574.356992,86,7.705,9.447,NE,3.6970208,Calm,
3,113.3,32.82689447,-95.30341133,449,,10.70001774,-2.200003647,0,20.7,-28.4,-32.3,10.92384485,1684,1024,1024,1305,,131.2336,575.11696,86,7.705,9.447,NE,3.6970208,Calm,
4,113.4,32.82690518,-95.3034141,449,,10.8000179,-2.300003812,0,20.8,-27.9,-32.2,11.04220987,1684,978,1024,1307,,128.937012,575.966336,86,7.705,8.151,NE,3.6970208,Calm,
0,113.5,32.82691502,-95.30341664,449,,10.90001807,-2.300003812,0,21.5,-28,-32.5,11.14003608,1684,603,957,1307,,133.202104,576.771008,86,7.705,8.151,NE,3.6970208,Calm,
1,113.6,32.82692441,-95.30341881,449,,10.8000179,-2.300003812,0.100000166,21.2,-28.4,-32.7,11.04220987,1684,397,824,1310,,129.921264,577.57568,86,7.705,8.151,NE,3.6970208,Calm,
2,113.7,32.8269332,-95.30342113,449,,10.8000179,-2.400003978,0.300000497,20.7,-29.4,-33,11.06347154,1684,364,708,1308,,135.498692,578.290944,86,7.705,8.151,NE,3.6970208,Calm,
3,113.8,32.82694414,-95.303424,449,,10.60001757,-2.400003978,0.70000116,17.4,-31.4,-32.8,10.86832025,1684,364,704,1308,,138.779532,579.229728,86,7.705,8.151,NE,3.6970208,Calm,
4,113.9,32.82695324,-95.30342657,448,,10.60001757,-2.500004144,1.000001658,10.7,-34.3,-32.2,10.89083944,1684,364,799,1310,,132.217852,579.944992,86,7.705,8.151,NE,3.6970208,Calm,
0,114,32.82696284,-95.30342959,448,,10.5000174,-2.700004476,1.300002155,11.3,-34.2,-33.9,10.84160425,1684,364,715,1313,,132.217852,580.70496,86,7.705,8.151,NE,3.79984,Calm,
1,114.1,32.82697204,-95.30343262,448,,10.40001724,-2.900004807,1.700002818,13.2,-33.6,-37.4,10.79677642,1684,364,669,1316,,136.482944,581.420224,86,7.684,8.151,NE,3.79984,Calm,
2,114.2,32.82698075,-95.30343586,447,,10.30001707,-3.100005139,2.000003315,7.6,-35.3,-37.9,10.75641094,1684,364,593,1317,,121.39108,582.04608,86,7.684,8.151,NE,3.79984,Calm,
3,114.3,32.82699075,-95.30343989,447,,10.20001691,-3.400005636,2.200003647,-3.4,-35.3,-36.3,10.75176172,1684,364,594,1320,,117.125988,582.761344,86,7.684,8.151,NE,3.79984,Calm,
4,114.4,32.82700001,-95.30344388,446,,10.10001674,-3.800006299,2.400003978,-14.2,-32.9,-36.2,10.79121792,1684,555,942,1322,,117.125988,583.3872,86,7.684,6.515,NE,3.79984,Calm,
0,114.5,32.82700913,-95.30344838,445,,9.90001641,-4.300007128,2.60000431,-16.1,-32.1,-39.5,10.79353403,1684,1024,1024,1323,,113.845148,583.968352,86,7.684,6.515,NE,3.79984,Calm,
1,114.6,32.82701755,-95.30345315,444,,9.700016079,-4.700007791,2.900004807,5,-34.7,-48.8,10.77870035,1684,1024,1024,1323,,106.299216,584.415392,86,7.684,6.515,NE,3.79984,Calm,
2,114.7,32.82702676,-95.30345877,444,,9.700016079,-5.000008288,2.900004807,11.7,-30.7,-55.8,10.91285437,1684,1024,1024,1324,,103.018376,584.907136,86,7.684,6.515,NE,3.79984,Calm,
3,114.8,32.82703552,-95.30346464,443,,9.90001641,-5.500009117,2.500004144,9.8,-30.5,-55,11.32521167,1684,966,1024,1324,,102.034124,585.309472,86,7.684,6.515,NE,3.79984,Calm,
4,114.9,32.82704403,-95.30347063,443,,10.00001658,-6.000009946,2.000003315,10.4,-30.9,-54.2,11.66192309,1684,969,824,1326,,95.472444,585.667104,86,7.684,6.515,NE,3.8981888,Calm,
0,115,32.82705398,-95.30347787,442,,10.10001674,-6.400010609,1.700002818,12.8,-30.8,-55.7,11.95702582,1684,969,824,1326,,98.753284,586.06944,86,7.684,6.515,NE,3.8981888,Calm,
1,115.1,32.82706386,-95.30348547,442,,10.30001707,-6.800011272,1.300002155,10.5,-31.7,-56.2,12.34222409,1684,1024,538,1325,,97.769032,586.427072,86,7.684,6.515,NE,3.8981888,Calm,
2,115.2,32.82707238,-95.30349241,442,,10.40001724,-7.300011653,0.800001326,-9.9,-29.3,-50,12.7063185,1684,1024,364,1326,,94.488192,586.74,86,7.684,6.515,NE,3.8981888,Calm,
3,115.3,32.82708213,-95.30350132,442,,10.10001674,-8.200013592,0,-24.4,-21.6,-48.5,13.00963336,1684,1024,364,1326,,97.769032,586.96352,86,7.684,6.515,NE,3.8981888,Calm,
4,115.4,32.82709058,-95.3035105,442,,9.500015747,-8.900014753,-0.200000332,-29.2,-23.7,-53.1,13.01770153,1684,1180,364,1326,,95.472444,587.052928,86,7.684,6.515,NE,3.8981888,Calm,
0,115.5,32.82709842,-95.30351967,442,,9.000014918,-9.20001525,0,-29,-22.7,-64.4,12.87014168,1684,1617,364,1324,,93.50394,587.052928,86,7.684,6.515,NE,3.8981888,Calm,
1,115.6,32.827106,-95.30352992,442,,8.000013261,-9.90001641,-0.300000497,-31,-19.9,-75.2,12.72833567,1684,1684,364,1323,,58.070868,586.96352,86,7.684,6.515,NE,3.8981888,Calm,
2,115.7,32.82711247,-95.30354097,442,,6.700011106,-10.5000174,-0.900001492,-31.2,-19.6,-83.8,12.45554113,1684,1684,426,1323,,59.05512,586.605888,86,7.684,6.515,NE,3.8981888,Calm,
3,115.8,32.8271181,-95.30355332,443,,5.400008951,-10.90001807,-1.300002155,-30.7,-20.2,-92.9,12.16431201,1684,1684,604,1323,,60.039372,586.114144,86,7.684,6.515,NE,3.8981888,Calm,
4,115.9,32.82712207,-95.3035647,443,,4.100006796,-11.1000184,-1.700002818,-30,-21.7,-101.4,11.83302408,1684,1684,685,1323,,61.351708,585.443584,86,7.684,6.515,NE,3.8981888,Calm,
0,116,32.82712536,-95.30357737,444,,2.800004641,-11.20001857,-2.100003481,-31,-22.5,-108.6,11.54471457,1684,1684,743,1323,,85.958008,584.638912,86,7.684,6.515,NE,3.9965376,Calm,
1,116.1,32.82712649,-95.30358911,445,,1.400002321,-11.1000184,-2.500004144,-31.6,-23.5,-113.2,11.18795832,1684,1684,1024,1323,,95.472444,583.655424,86,7.76,6.515,NE,3.9965376,Calm,
2,116.2,32.82712699,-95.30360048,446,,0,-10.90001807,-2.900004807,-29.4,-24.9,-116.2,10.90001807,1684,1684,1024,1323,,94.488192,582.627232,86,7.76,6.515,NE,3.9965376,Calm,
3,116.3,32.82712564,-95.30361268,448,,-1.200001989,-10.8000179,-3.30000547,-21.5,-28.5,-118.9,10.86647979,1684,1563,1024,1324,,97.769032,581.286112,86,7.76,6.515,NE,3.9965376,Calm,
4,116.4,32.82712389,-95.30362371,449,,-2.100003481,-10.8000179,-3.600005967,-9.4,-32.2,-122.2,11.00229054,1684,949,1024,1325,,108.595804,580.0344,86,7.76,9.145,NE,3.9965376,Calm,
0,116.5,32.82712151,-95.30363635,450,,-2.800004641,-11.1000184,-3.700006133,-1.2,-34.3,-124.7,11.44772611,1684,619,748,1326,,128.937012,578.559168,86,7.76,9.145,NE,3.9965376,Calm,
1,116.6,32.82711893,-95.30364783,452,,-3.100005139,-11.20001857,-3.30000547,-0.3,-34.8,-125.8,11.62112041,1684,364,769,1326,,113.845148,577.173344,86,7.76,9.145,NE,3.9965376,Calm,
2,116.7,32.82711569,-95.30366064,453,,-3.400005636,-11.4000189,-3.000004973,-14.6,-30.5,-122.7,11.89623732,1684,364,526,1326,,117.125988,575.608704,86,7.76,9.145,NE,3.9965376,Calm,
3,116.8,32.82711223,-95.30367294,454,,-3.900006465,-11.4000189,-2.800004641,-24.6,-23.1,-122.1,12.04867125,1684,364,364,1336,,111.876644,573.99936,86,7.76,9.145,NE,3.9965376,Calm,
4,116.9,32.82710848,-95.30368439,456,,-4.500007459,-11.20001857,-2.60000431,-30.1,-15.9,-125.5,12.0702311,1684,402,364,1337,,119.422576,572.479424,86,7.76,9.145,NE,3.9965376,Calm,
0,117,32.82710392,-95.30369673,457,,-4.900008122,-10.8000179,-2.400003978,-32.1,-14,-131.3,11.85961491,1684,535,364,1338,,122.703416,570.780672,86,7.76,9.145,NE,3.9965376,Calm,
1,117.1,32.82709946,-95.30370788,458,,-5.300008785,-10.40001724,-2.000003315,-31.6,-15.7,-139,11.67263685,1684,546,364,1338,,128.937012,569.216032,86,7.76,9.145,NE,3.9965376,Calm,
2,117.2,32.82709474,-95.3037182,459,,-5.700009448,-10.00001658,-1.700002818,-30.3,-18.3,-147.5,11.51044895,1684,364,706,1341,,139.763784,567.696096,86,7.76,9.145,NE,3.9965376,Calm,
3,117.3,32.82708948,-95.303728,460,,-6.000009946,-9.600015913,-1.300002155,-29.1,-20.9,-156.7,11.32079581,1684,364,801,1347,,142.060372,566.131456,86,7.76,9.145,NE,3.9965376,Calm,
4,117.4,32.82708334,-95.30373897,461,,-6.300010443,-9.20001525,-0.900001492,-28,-22.6,-165.2,11.15035466,1684,364,838,1351,,154.855648,564.388,86,7.75,9.145,NE,3.9965376,Calm,
0,117.5,32.82707781,-95.303748,461,,-6.500010774,-8.700014421,-0.600000995,-24.8,-26,-170.4,10.86003615,1684,364,1024,1352,,161.417328,562.868064,86,7.75,9.145,NE,3.9965376,Calm,
1,117.6,32.82707183,-95.30375682,461,,-6.800011272,-8.300013758,-0.100000166,-21.7,-28.7,-173.5,10.72988224,1684,364,1120,1352,,162.40158,561.348128,86,7.75,9.145,NE,3.9965376,Calm,
2,117.7,32.82706527,-95.30376587,461,,-7.000011603,-7.900013095,0.200000332,-18.2,-30.2,-175.7,10.55511061,1684,364,1024,1352,,155.8399,559.738784,86,7.75,9.145,NE,3.9965376,Calm,
3,117.8,32.82705882,-95.30377395,461,,-7.300011653,-7.600012598,0.600000995,-15.5,-31.4,-177.4,10.53804352,1684,364,834,1360,,169.947512,558.174144,86,7.75,9.145,NE,3.9965376,Calm,
