OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.altitude [m],OSD.xSpeed [m/s],MPH to m/s,OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.pitch,OSD.roll,OSD.yaw,OSD.hSpeed [m/s],RC.aileron,RC.elevator,RC.throttle,RC.rudder,OSD.vpsHeight [m],ft to m,HOME.heightLimit [ft],HOME.distance [ft],BATTERY.chargeLevel,BATTERY.voltage [V],BATTERY.current [A],WEATHER.windDirection,WEATHER.windSpeed [m/s],WEATHER.windStrength
34.7,35.1836275,-97.44554652,1134,0,,0,0,1.3,-2.6,80.5,0,1024,1024,1024,1024,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.79984,Calm
34.8,35.18362741,-97.44554655,1134,0,,0,0,1,-2.4,82.2,0,1024,1024,1024,1024,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.79984,Calm
34.9,35.18362732,-97.44554657,1134,0,,0,0,1.8,-3,83,0,1024,1024,1024,1024,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.6970208,Calm
35,35.1836272,-97.44554657,1134,0,,0,0,1.8,-4.7,82.7,0,1024,1024,1024,750,18.04462,,322.834656,39.041996,95,7.866,5.155,NW,3.6970208,Calm
35.1,35.18362722,-97.4455465,1134,0,,0,0,3,-4.8,82.3,0,1024,1024,1024,417,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.6970208,Calm
35.2,35.18362718,-97.44554647,1134,0,,0,0,2.7,-3.5,81.1,0,1024,1024,1024,364,18.04462,,322.834656,39.041996,95,7.866,5.155,NW,3.6970208,Calm
35.3,35.1836272,-97.44554639,1134,0,,0,0,0.7,-3.9,74.6,0,1024,1024,1024,364,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.598672,Calm
35.4,35.18362716,-97.44554633,1134,0,,0,0,2,-5,66.9,0,1024,1024,1024,364,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.598672,Calm
35.5,35.18362713,-97.44554624,1134,0,,0,0,2.9,-5.5,59.3,0,1024,1024,1024,364,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.598672,Calm
35.6,35.18362701,-97.44554607,1134,0,,0,0,1.3,-4.5,52,0,1024,1024,1024,364,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.4958528,Calm
35.7,35.18362693,-97.445546,1134,0,,0,0,0.3,-5.1,44.7,0,1024,1024,1024,364,18.04462,,322.834656,39.37008,95,7.866,5.155,NW,3.4958528,Calm
35.8,35.18362684,-97.44554593,1134,-0.100000166,,0,0,-0.6,-6.1,37.3,0.100000166,1024,1024,1024,364,17.060368,,322.834656,39.37008,95,7.866,5.155,NW,3.4958528,Calm
35.9,35.18362662,-97.44554576,1134,-0.100000166,,0,0,-2.1,-6.2,29.9,0.100000166,1024,1024,1024,364,17.060368,,322.834656,39.041996,95,7.866,5.155,NW,3.4958528,Calm
36,35.18362647,-97.44554571,1134,0,,0,0,-3.5,-6,22.5,0,1024,1024,1038,364,17.060368,,322.834656,39.041996,95,7.866,5.233,NW,3.397504,Calm
36.1,35.18362638,-97.44554564,1134,0,,0,0,-4.1,-4.8,15,0,1024,1024,1333,364,17.060368,,322.834656,39.041996,95,7.866,5.233,NW,3.397504,Calm
36.2,35.18362632,-97.44554559,1134,0,,0,0,-4.2,-4.5,7.5,0,1024,1024,1425,364,17.060368,,322.834656,39.041996,95,7.866,5.233,NW,3.397504,Calm
36.3,35.18362628,-97.44554556,1134,0,,0,-0.200000332,-3.6,-3.6,0.1,0,1024,1024,1439,364,17.060368,,322.834656,39.041996,95,7.866,5.233,NW,3.2991552,Calm
36.4,35.18362625,-97.44554551,1134,0,,0,-0.600000995,-4,-3.3,-7.2,0,1024,1024,1437,364,18.04462,,322.834656,39.041996,95,7.866,5.233,NW,3.2991552,Calm
36.5,35.18362632,-97.44554545,1134,0,,0,-0.800001326,-5,-3.3,-14.7,0,1024,1024,1114,512,19.356956,,322.834656,39.041996,95,7.866,5.233,NW,3.2991552,Calm
36.6,35.18362636,-97.44554554,1135,0,,0,-0.900001492,-5.7,-2.9,-22,0,1024,1024,1024,758,20.341208,,322.834656,39.041996,95,7.866,5.233,NW,3.2991552,Calm
36.7,35.18362639,-97.44554554,1135,0,,0,-0.600000995,-6.2,-3,-25.6,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.866,5.233,NW,3.196336,Calm
36.8,35.18362646,-97.44554573,1135,0,,0,-0.200000332,-4.4,-1.9,-24.5,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.233,NW,3.196336,Calm
36.9,35.18362648,-97.44554579,1135,0,,0,-0.100000166,-3.3,0,-24,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.233,NW,3.196336,Calm
37,35.1836265,-97.44554588,1135,0,,0,0,-3.9,0.2,-24.3,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.196336,Calm
37.1,35.18362653,-97.4455459,1135,0,,0,0,-4.7,-0.6,-24.4,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.196336,Calm
37.2,35.18362653,-97.44554591,1135,0,,0,0,-4.6,-1.1,-24.3,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.0979872,Calm
37.3,35.18362656,-97.44554593,1135,0,,0,0,-4.6,-1.1,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.0979872,Calm
37.4,35.18362661,-97.4455459,1135,0,,0,0,-4.5,-1.5,-24.3,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.0979872,Calm
37.5,35.18362665,-97.44554591,1135,0,,0,0,-4.9,-1.6,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.0979872,Calm
37.6,35.18362671,-97.44554591,1135,0,,0,0,-4.8,-1.9,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.041996,95,7.871,5.283,NW,3.0979872,Calm
37.7,35.18362675,-97.44554589,1135,0,,0,0,-4.5,-1.7,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.37008,95,7.871,5.283,NW,2.9996384,Calm
37.8,35.18362681,-97.44554588,1135,0,,0,0,-4.3,-2,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.37008,95,7.871,5.283,NW,2.9996384,Calm
37.9,35.1836269,-97.4455458,1135,0,,0,0,-4.1,-2.3,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.37008,95,7.871,5.283,NW,2.9996384,Calm
38,35.18362694,-97.44554579,1135,0,,0,0,-4.2,-2.5,-24.2,0,1024,1024,1024,1024,21.32546,,322.834656,39.37008,95,7.885,5.283,NW,2.9996384,Calm
38.1,35.18362699,-97.44554577,1135,0,,0,0,-4.8,-1.7,-24.1,0,1024,1024,1159,1024,21.32546,,322.834656,39.37008,95,7.885,5.283,NW,2.9996384,Calm
38.2,35.18362704,-97.44554575,1135,0,,0,0,-4.3,-2.3,-24.1,0,1024,1024,1321,1024,21.32546,,322.834656,39.698164,95,7.885,5.283,NW,2.9996384,Calm
38.3,35.1836271,-97.44554574,1135,0,,0,0,-3.6,-2.3,-24.3,0,1024,1024,1352,1024,21.32546,,322.834656,39.698164,95,7.885,5.283,NW,2.9996384,Calm
38.4,35.18362717,-97.44554574,1135,0,,0,-0.100000166,-3.4,-1.1,-24.3,0,1024,1024,1414,1024,21.32546,,322.834656,39.698164,95,7.885,5.283,NW,2.9996384,Calm
38.5,35.18362728,-97.44554576,1135,0,,0,-0.400000663,-3.2,-1.6,-24.3,0,1173,1024,1414,1027,22.309712,,322.834656,39.698164,95,7.885,5.283,NW,2.8968192,Calm
38.6,35.18362738,-97.44554571,1135,0,,0,-0.500000829,-3.2,-3.1,-24.4,0,1374,1024,1257,1036,22.309712,,322.834656,40.026248,95,7.885,5.283,NW,2.8968192,Calm
38.7,35.18362747,-97.44554571,1136,0,,0,-0.70000116,-2.6,-3.5,-24.3,0,1490,1005,1145,1024,23.622048,,322.834656,40.026248,95,7.885,5.283,NW,2.8968192,Calm
38.8,35.18362746,-97.44554577,1136,0,,0,-0.70000116,-3.6,-0.9,-24.1,0,1462,915,1024,1024,24.6063,,322.834656,40.026248,95,7.885,5.283,NW,2.8968192,Calm
38.9,35.1836275,-97.4455458,1136,0,,0,-0.300000497,-4.2,2.7,-24.1,0,1024,1024,1024,1024,24.6063,,322.834656,40.026248,95,7.885,5.283,NW,2.8968192,Calm
39,35.18362757,-97.44554578,1136,0,,0,-0.100000166,-2.2,6,-24.1,0,1024,1024,1024,1024,24.6063,,322.834656,40.026248,95,7.885,4.903,NW,2.8968192,Calm
39.1,35.18362761,-97.44554557,1136,0.100000166,,0.100000166,-0.100000166,-1.6,2.9,-24.3,0.141421551,1024,1024,1024,1024,24.6063,,322.834656,40.026248,95,7.885,4.903,NW,2.8968192,Calm
39.2,35.1836277,-97.44554536,1136,0.100000166,,0.200000332,0,-3.1,-0.6,-24.4,0.223606726,886,1003,1024,1024,25.590552,,322.834656,40.354332,95,7.885,4.903,NW,2.8968192,Calm
39.3,35.18362787,-97.44554497,1136,0.100000166,,0.200000332,0,-3.4,-1.7,-24.2,0.223606726,759,669,1024,1024,24.6063,,322.834656,40.682416,95,7.885,4.903,NW,2.8968192,Calm
39.4,35.18362799,-97.44554466,1136,0.100000166,,0.200000332,0,-3,-2.6,-24.1,0.223606726,783,555,1024,1024,25.590552,,322.834656,41.0105,95,7.885,4.903,NW,2.7984704,Calm
39.5,35.1836281,-97.44554435,1136,0.100000166,,0.200000332,0,-0.3,-3.7,-24.3,0.223606726,792,555,1024,1024,24.6063,,322.834656,41.338584,95,7.885,4.903,NW,2.7984704,Calm
39.6,35.18362821,-97.44554397,1136,0,,0.200000332,0,3.7,-4.6,-24.4,0.200000332,815,590,1024,1024,25.590552,,322.834656,41.666668,95,7.885,4.903,NW,2.7984704,Calm
39.7,35.18362818,-97.44554366,1136,-0.100000166,,0.200000332,0,5.2,-4.4,-24.5,0.223606726,933,726,1024,1024,25.590552,,322.834656,41.994752,95,7.885,4.903,NW,2.7984704,Calm
39.8,35.18362803,-97.44554333,1136,-0.200000332,,0.300000497,0,3.7,-3.9,-24.4,0.360555642,937,912,1111,1018,25.590552,,322.834656,41.994752,95,7.869,4.903,NW,2.7984704,Calm
39.9,35.18362773,-97.44554288,1136,-0.300000497,,0.300000497,0,-0.1,-3.3,-24.2,0.424264653,1024,1024,1226,967,25.590552,,322.834656,41.994752,95,7.869,4.903,NW,2.7984704,Calm
40,35.18362731,-97.44554249,1136,-0.300000497,,0.300000497,0,-3.1,-3,-24.1,0.424264653,1024,1024,1189,967,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.1,35.18362694,-97.44554204,1136,-0.300000497,,0.300000497,-0.100000166,-3.9,-3.3,-24.2,0.424264653,1024,1024,1208,919,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.2,35.18362664,-97.44554172,1136,-0.300000497,,0.300000497,-0.100000166,-4.9,-3.4,-24.2,0.424264653,1024,1024,1237,841,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.3,35.18362634,-97.44554137,1136,-0.300000497,,0.300000497,-0.100000166,-6.7,-3.6,-24.4,0.424264653,1024,1024,1044,819,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.4,35.18362607,-97.44554113,1137,-0.200000332,,0.200000332,-0.100000166,-7,-3.4,-25,0.282843102,1024,1024,1024,761,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.5,35.18362585,-97.44554084,1137,-0.200000332,,0.200000332,-0.100000166,-6.6,-3.9,-25.6,0.282843102,1024,1024,1024,761,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.6,35.18362569,-97.4455406,1137,-0.100000166,,0.100000166,0,-5.8,-3.7,-26.6,0.141421551,1023,1024,935,736,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
40.7,35.18362553,-97.44554038,1137,-0.100000166,,0.100000166,0,-5.3,-3.5,-27.7,0.141421551,938,1024,903,694,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
40.8,35.18362542,-97.4455402,1137,-0.100000166,,0.100000166,0,-4.9,-3.1,-28.8,0.141421551,814,1024,903,694,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
40.9,35.18362532,-97.4455401,1137,-0.100000166,,0,0,-4,-1.6,-30.1,0.100000166,721,1024,899,695,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
41,35.18362522,-97.44553999,1137,-0.100000166,,0,0,-4.9,-1.8,-31.7,0.100000166,675,1024,891,695,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
41.1,35.18362514,-97.44553986,1137,0,,0,0,-5,-4.2,-33.4,0,759,1024,895,694,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
41.2,35.18362504,-97.44553977,1137,-0.100000166,,0,0,-4.1,-5.7,-34.8,0.100000166,1024,1206,899,695,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
41.3,35.18362493,-97.44553975,1137,-0.100000166,,0,0,-4.2,-6.8,-36.1,0.100000166,1024,1274,910,696,25.590552,,322.834656,42.322836,95,7.869,5.018,NW,2.7984704,Calm
41.4,35.18362477,-97.44553985,1137,-0.100000166,,0,0,-4.6,-3.4,-37.5,0.100000166,1024,1274,910,696,25.590552,,322.834656,41.994752,95,7.869,5.018,NW,2.7984704,Calm
41.5,35.18362459,-97.44553997,1137,-0.100000166,,-0.100000166,0,-5.3,-0.6,-39,0.141421551,1024,1291,895,697,25.590552,,322.834656,41.666668,95,7.869,5.018,NW,2.7984704,Calm
41.6,35.18362441,-97.44554016,1137,-0.100000166,,-0.100000166,0,-7.3,-0.2,-40.6,0.141421551,1024,1354,852,697,25.590552,,322.834656,41.666668,95,7.869,5.018,NW,2.7984704,Calm
41.7,35.1836243,-97.4455403,1137,-0.100000166,,-0.100000166,0,-6.4,-1,-42.2,0.141421551,1024,1386,855,717,25.590552,,322.834656,41.338584,95,7.869,5.018,NW,2.7984704,Calm
41.8,35.18362423,-97.44554046,1137,0,,-0.100000166,0,-6.6,-1,-43.3,0.100000166,1024,1320,922,721,25.590552,,322.834656,41.0105,95,7.883,5.018,NW,2.7984704,Calm
41.9,35.18362422,-97.44554071,1137,0,,-0.200000332,0,-7.9,-1.1,-44.5,0.200000332,1024,1236,1000,692,25.590552,,322.834656,41.0105,95,7.883,5.018,NW,2.7984704,Calm
42,35.18362428,-97.44554105,1137,0,,-0.200000332,0,-6.7,-0.9,-45.9,0.200000332,1024,1158,1024,628,25.590552,,322.834656,40.682416,95,7.883,5.093,NW,2.7984704,Calm
42.1,35.18362433,-97.44554138,1137,0,,-0.200000332,0,-4.3,-1.1,-47.8,0.200000332,1024,1161,1037,528,25.590552,,322.834656,40.354332,95,7.883,5.093,NW,2.7984704,Calm
42.2,35.18362438,-97.44554166,1137,0,,-0.200000332,0,-3.3,-0.8,-50.8,0.200000332,1024,1161,1061,518,25.590552,,322.834656,40.354332,95,7.883,5.093,NW,2.7984704,Calm
42.3,35.18362447,-97.44554198,1137,0,,-0.200000332,0,-4,-1,-55,0.200000332,1024,1161,1054,485,25.590552,,322.834656,40.026248,95,7.883,5.093,NW,2.7984704,Calm
42.4,35.18362449,-97.44554225,1137,0,,-0.200000332,0,-4.1,-1.7,-59.4,0.200000332,1024,1161,1143,449,25.590552,,322.834656,40.026248,95,7.883,5.093,NW,2.7984704,Calm
42.5,35.1836245,-97.44554255,1137,0,,-0.200000332,0,-4.2,-1.3,-64.3,0.200000332,1024,1160,1185,430,25.590552,,322.834656,39.698164,95,7.883,5.093,NW,2.7984704,Calm
42.6,35.18362448,-97.44554286,1137,0,,-0.200000332,0,-4.4,-1.2,-70.3,0.200000332,1024,1158,1202,400,25.590552,,322.834656,39.37008,95,7.883,5.093,NW,2.7984704,Calm
42.7,35.18362443,-97.44554313,1137,0,,-0.300000497,0,-3.9,-1.3,-76.8,0.300000497,1024,1160,1241,415,25.590552,,322.834656,39.37008,95,7.88,5.093,NW,2.6956512,Calm
42.8,35.18362427,-97.44554359,1137,-0.100000166,,-0.300000497,-0.100000166,-4,-1.2,-83.5,0.316228049,1024,1159,1301,470,26.902888,,322.834656,38.713912,95,7.88,5.093,NW,2.6956512,Calm
42.9,35.18362413,-97.4455439,1137,-0.100000166,,-0.300000497,-0.100000166,-4,-0.1,-89.3,0.316228049,1024,1159,1337,489,26.902888,,322.834656,38.385828,95,7.88,5.093,NW,2.6956512,Calm
43,35.18362394,-97.44554423,1137,-0.200000332,,-0.300000497,-0.200000332,-3.2,0.7,-93.8,0.360555642,1024,1156,1362,555,26.902888,,322.834656,38.057744,95,7.88,5.093,NW,2.6956512,Calm
43.1,35.18362368,-97.44554461,1137,-0.200000332,,-0.300000497,-0.300000497,-2.8,1.9,-98.2,0.360555642,1023,1140,1372,576,26.902888,,322.834656,37.72966,95,7.88,5.093,NW,2.6956512,Calm
43.2,35.18362342,-97.44554498,1137,-0.200000332,,-0.300000497,-0.400000663,-2.5,2.9,-101.5,0.360555642,984,1141,1357,624,27.88714,,322.834656,37.073492,95,7.88,5.093,NW,2.6956512,Calm
43.3,35.18362325,-97.44554534,1137,-0.200000332,,-0.300000497,-0.500000829,-2.7,3.7,-104.6,0.360555642,939,1140,1298,712,27.88714,,322.834656,36.745408,95,7.88,5.093,NW,2.6956512,Calm
43.4,35.18362304,-97.44554569,1137,-0.200000332,,-0.300000497,-0.500000829,-2.9,1.9,-106.7,0.360555642,1024,1146,1241,732,28.871392,,322.834656,36.417324,95,7.88,5.093,NW,2.6956512,Calm
43.5,35.18362272,-97.44554607,1138,-0.200000332,,-0.300000497,-0.500000829,-1.4,0.7,-107.7,0.360555642,1416,1223,1194,812,28.871392,,322.834656,35.761156,95,7.88,5.093,NW,2.6956512,Calm
43.6,35.1836225,-97.44554644,1138,-0.200000332,,-0.200000332,-0.400000663,0.1,1.2,-108.6,0.282843102,1538,1024,1149,861,29.855644,,322.834656,35.433072,95,7.88,5.093,NW,2.6956512,Calm
43.7,35.18362223,-97.44554672,1138,-0.200000332,,-0.200000332,-0.200000332,-1,3.3,-109.1,0.282843102,1574,1024,1134,889,31.16798,,322.834656,34.776904,95,7.88,5.093,NW,2.6956512,Calm
43.8,35.18362201,-97.44554693,1138,-0.200000332,,-0.200000332,-0.100000166,-1.1,7.7,-109,0.282843102,1502,1024,1129,915,31.16798,,322.834656,34.44882,95,7.88,5.093,NW,2.7984704,Calm
43.9,35.18362183,-97.44554711,1138,-0.100000166,,-0.200000332,-0.100000166,-0.5,12.5,-109.1,0.223606726,1503,1024,1155,898,29.855644,,322.834656,34.44882,95,7.88,5.093,NW,2.7984704,Calm
44,35.1836218,-97.44554743,1138,0,,-0.200000332,-0.100000166,-1.3,14.4,-109.6,0.200000332,1503,1024,1155,898,29.855644,,322.834656,34.120736,95,7.88,5.076,NW,2.6956512,Calm
44.1,35.18362197,-97.44554778,1138,0.200000332,,-0.300000497,0,-2.1,11.8,-110.1,0.360555642,1404,1055,1135,945,29.855644,,322.834656,33.792652,95,7.88,5.076,NW,2.6956512,Calm
44.2,35.18362228,-97.44554815,1138,0.400000663,,-0.300000497,0,-2.1,10.5,-110.3,0.500000829,1141,1300,1114,967,29.855644,,322.834656,33.792652,95,7.88,5.076,NW,2.6956512,Calm
44.3,35.18362275,-97.4455486,1138,0.500000829,,-0.400000663,0,-2.3,6.6,-110.2,0.640313274,1184,1468,1114,967,29.855644,,322.834656,33.792652,95,7.88,5.076,NW,2.6956512,Calm
44.4,35.18362338,-97.44554913,1138,0.500000829,,-0.400000663,0,-4.4,2.8,-110.2,0.640313274,1117,1544,1114,967,29.855644,,322.834656,34.120736,95,7.88,5.076,NW,2.6956512,Calm
44.5,35.18362375,-97.44554951,1138,0.500000829,,-0.400000663,0,-7.9,3,-110.2,0.640313274,1079,1557,1114,967,29.855644,,322.834656,34.120736,95,7.88,5.076,NW,2.6956512,Calm
44.6,35.18362421,-97.44555007,1138,0.400000663,,-0.500000829,0,-11.4,3.4,-110.3,0.640313274,1083,1601,1111,967,29.855644,,322.834656,34.120736,95,7.88,5.076,NW,2.6956512,Calm
44.7,35.18362457,-97.44555061,1138,0.300000497,,-0.600000995,0,-12.5,3,-110.4,0.670821071,1082,1684,1111,967,29.855644,,322.834656,34.120736,95,7.88,5.076,NW,2.6956512,Calm
44.8,35.18362489,-97.44555162,1138,0.300000497,,-0.800001326,0,-12.7,2.9,-110.4,0.854401624,1073,1684,1111,968,29.855644,,322.834656,33.792652,95,7.869,5.076,NW,2.6956512,Calm
44.9,35.18362511,-97.44555252,1138,0.200000332,,-0.900001492,0,-12.9,3.1,-110.4,0.921955626,1061,1684,1112,969,29.855644,,322.834656,33.464568,95,7.869,5.076,NW,2.6956512,Calm
45,35.1836253,-97.44555377,1138,0.100000166,,-1.100001823,0,-12.8,3.1,-110.5,1.104537491,1078,1684,1125,974,29.855644,,322.834656,32.8084,95,7.869,5.106,NW,2.6956512,Calm
45.1,35.18362542,-97.44555504,1138,0.100000166,,-1.200001989,0,-12.2,2.6,-110.5,1.204161249,1122,1667,1158,970,29.855644,,322.834656,32.152232,95,7.869,5.106,NW,2.6956512,Calm
45.2,35.18362548,-97.44555648,1138,0,,-1.300002155,0,-11.3,2.9,-110.5,1.300002155,1215,1667,1085,927,29.855644,,322.834656,31.496064,95,7.869,5.106,NW,2.6956512,Calm
45.3,35.1836255,-97.44555809,1138,0,,-1.400002321,0,-11.4,2.7,-110.6,1.400002321,1292,1647,963,842,29.855644,,322.834656,30.839896,95,7.869,5.106,NW,2.6956512,Calm
45.4,35.18362547,-97.4455598,1138,0,,-1.600002652,0,-11.7,3,-110.8,1.600002652,1284,1619,878,883,29.855644,,322.834656,29.855644,95,7.869,5.106,NW,2.6956512,Calm
45.5,35.18362538,-97.44556164,1138,-0.100000166,,-1.700002818,0,-11.5,3.4,-111.3,1.702941212,1283,1588,790,890,31.16798,,322.834656,29.199476,95,7.869,5.106,NW,2.6956512,Calm
45.6,35.18362521,-97.4455638,1138,-0.100000166,,-1.800002984,0,-11.9,3.8,-111.5,1.802778208,1024,1449,773,941,31.16798,,322.834656,28.215224,95,7.869,5.106,NW,2.6956512,Calm
45.7,35.18362506,-97.44556578,1138,-0.100000166,,-1.900003149,0,-13.3,4.3,-111.7,1.902632639,867,1354,739,941,31.16798,,322.834656,27.230972,95,7.869,5.106,NW,2.6956512,Calm
45.8,35.18362488,-97.44556778,1138,-0.200000332,,-2.000003315,0,-12.2,3.3,-111.7,2.009978119,867,1354,739,941,31.16798,,322.834656,26.574804,95,7.869,5.106,NW,2.6956512,Calm
45.9,35.18362469,-97.4455704,1138,-0.200000332,,-2.100003481,0,-8.7,2.1,-111.6,2.109505763,744,1327,612,957,29.855644,,322.834656,25.918636,95,7.869,5.106,NW,2.6956512,Calm
46,35.18362446,-97.44557259,1138,-0.300000497,,-2.200003647,0.100000166,-6.4,2,-111.4,2.220363636,604,1300,606,1000,31.16798,,322.834656,25.590552,95,7.872,5.106,NW,2.6956512,Calm
46.1,35.18362421,-97.4455754,1138,-0.300000497,,-2.100003481,0.400000663,-5.1,1.1,-111.5,2.121323713,510,1273,627,1024,31.16798,,322.834656,25.262468,95,7.872,5.106,NW,2.6956512,Calm
46.2,35.18362391,-97.44557769,1138,-0.300000497,,-2.100003481,0.500000829,-4,0.4,-111.5,2.121323713,459,1246,910,1024,29.855644,,322.834656,25.262468,95,7.872,5.106,NW,2.6956512,Calm
46.3,35.18362359,-97.44557986,1138,-0.400000663,,-2.100003481,0.600000995,-2.9,-3.8,-111.3,2.137759138,494,1148,1024,1024,29.855644,,322.834656,25.262468,95,7.872,5.106,NW,2.6956512,Calm
46.4,35.18362323,-97.44558206,1138,-0.500000829,,-2.000003315,0.500000829,-0.7,-10.2,-111.7,2.061555806,494,1148,1024,1024,29.855644,,322.834656,25.262468,95,7.872,5.106,NW,2.5973024,Calm
46.5,35.18362256,-97.44558443,1138,-0.70000116,,-1.800002984,0.200000332,1,-12.8,-111.7,1.931323666,817,1172,1024,1024,28.871392,,322.834656,25.590552,95,7.872,5.106,NW,2.5973024,Calm
46.6,35.18362178,-97.44558613,1138,-1.000001658,,-1.600002652,0,-2.6,-6,-111.1,1.886798929,1024,1102,1024,1024,28.871392,,322.834656,25.262468,95,7.872,5.106,NW,2.5973024,Calm
46.7,35.18362073,-97.44558766,1138,-1.100001823,,-1.500002486,0,-4.4,3.5,-111,1.860110194,1024,1037,1024,1024,28.871392,,322.834656,24.934384,95,7.872,5.106,NW,2.5973024,Calm
46.8,35.1836195,-97.44558966,1138,-1.000001658,,-1.500002486,0,-2.4,5.4,-111.4,1.802778208,1024,1040,1024,1024,28.871392,,322.834656,24.934384,95,7.872,5.106,NW,2.4989536,Calm
46.9,35.18361864,-97.44559132,1138,-0.900001492,,-1.500002486,0,-0.9,3.2,-111.6,1.749288084,978,1040,1024,1024,28.871392,,322.834656,25.262468,95,7.872,5.106,NW,2.4989536,Calm
47,35.18361786,-97.44559286,1138,-0.900001492,,-1.500002486,0,-0.7,2.1,-111.6,1.749288084,904,1041,1024,1024,29.855644,,322.834656,25.590552,95,7.872,4.456,NW,2.4989536,Calm
47.1,35.18361706,-97.44559456,1138,-0.900001492,,-1.400002321,0,-0.3,2.2,-111.5,1.66433439,670,1024,1024,1024,29.855644,,322.834656,26.24672,95,7.872,4.456,NW,2.4989536,Calm
47.2,35.18361622,-97.44559626,1138,-0.800001326,,-1.400002321,0,0.1,1.3,-111.5,1.612454057,483,1024,1024,1024,29.855644,,322.834656,26.902888,95,7.872,4.456,NW,2.4989536,Calm
47.3,35.18361556,-97.44559757,1138,-0.800001326,,-1.300002155,0,0.1,-2.8,-111.6,1.526435962,391,1024,1024,1024,29.855644,,322.834656,27.559056,95,7.872,4.456,NW,2.4989536,Calm
47.4,35.18361471,-97.44559907,1138,-0.800001326,,-1.200001989,0,-0.3,-9.6,-111.8,1.442222566,364,1024,1024,1024,29.855644,,322.834656,28.215224,95,7.872,4.456,NW,2.3961344,Calm
47.5,35.18361401,-97.44560007,1138,-1.000001658,,-1.000001658,0,-0.5,-15.1,-111.7,1.41421551,394,1024,1024,1024,29.855644,,322.834656,28.871392,95,7.872,4.456,NW,2.3961344,Calm
47.6,35.18361277,-97.44560128,1138,-1.300002155,,-0.900001492,0,-0.3,-16.6,-111.6,1.58114114,949,1024,1024,1024,28.871392,,322.834656,29.199476,95,7.872,4.456,NW,2.3961344,Calm
47.7,35.18361143,-97.44560214,1138,-1.500002486,,-0.70000116,0,-0.9,-9.2,-111.3,1.65529703,1055,1024,1024,1024,28.871392,,322.834656,29.199476,95,7.872,4.456,NW,2.3961344,Calm
47.8,35.18361015,-97.44560277,1138,-1.600002652,,-0.600000995,0,-1.8,1.3,-111,1.708803247,1024,1024,1024,1024,28.871392,,322.834656,29.52756,95,7.885,4.456,NW,2.3961344,Calm
47.9,35.18360865,-97.44560336,1138,-1.600002652,,-0.600000995,0,-1.7,3.8,-111.4,1.708803247,1024,1024,869,1024,28.871392,,322.834656,29.52756,95,7.885,4.456,W,2.3961344,Calm
48,35.18360686,-97.44560424,1138,-1.500002486,,-0.600000995,0,-1.1,2.7,-111.7,1.615552044,1024,1024,769,1088,29.855644,,322.834656,29.855644,95,7.885,4.916,W,2.3961344,Calm
