OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.altitude [m],Convert MPH to m/s,OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.roll,OSD.pitch,OSD.yaw,OSD.hSpeed [m/s],RC.aileron,RC.elevator,RC.throttle,RC.rudder,Convert ft to m,OSD.vpsHeight [m],HOME.distance [m],BATTERY.chargeLevel,BATTERY.voltage [V],BATTERY.current [A],WEATHER.windDirection,WEATHER.windSpeed [m/s],WEATHER.windStrength
0,32.82455177,-95.30655847,420,0.44704,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,3.28084,0.984252,0,93,8.109,0.913,N,0.0983488,Calm
0.1,32.82455178,-95.3065585,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.109,0.913,N,0.0983488,Calm
0.2,32.82455179,-95.30655849,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.109,0.913,N,0.0983488,Calm
0.3,32.8245518,-95.30655847,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.109,0.913,N,0.0983488,Calm
0.4,32.82455181,-95.30655846,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.109,0.913,N,0.0983488,Calm
0.5,32.82455181,-95.30655845,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
0.6,32.82455181,-95.30655844,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
0.7,32.8245518,-95.30655845,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
0.8,32.82455176,-95.30655852,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
0.9,32.82455181,-95.30655847,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
1,32.8245518,-95.30655848,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
1.1,32.82455181,-95.30655844,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
1.2,32.82455181,-95.30655844,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
1.3,32.82455183,-95.30655844,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
1.4,32.82455182,-95.30655844,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,0.913,N,0.0983488,Calm
1.5,32.82455181,-95.30655844,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
1.6,32.82455181,-95.30655844,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
1.7,32.82455181,-95.30655845,420,,0,0,0,-0.3,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
1.8,32.82455181,-95.30655845,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
1.9,32.82455182,-95.30655844,420,,0,0,0,-0.2,-0.5,97.8,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
2,32.82455182,-95.30655844,420,,0,0,0,-0.2,-0.5,98.2,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
2.1,32.82455181,-95.30655843,420,,0,0,0,-0.8,-1.5,97.7,0,1024,1024,1024,1024,,0.984252,0,93,8.029,2.273,N,0.0983488,Calm
2.2,32.82455177,-95.30655839,420,,0,0,-0.100000166,-0.7,-1.5,96.7,0,1024,1024,1024,1024,,0.984252,0,93,7.99,2.273,N,0.0983488,Calm
2.3,32.82455169,-95.30655835,420,,0,0,-0.400000663,-0.8,0.4,97.5,0,1024,1024,1024,1024,,0.984252,0.328084,93,7.99,2.273,N,0.0983488,Calm
2.4,32.82455161,-95.30655826,420,,0,0,-0.500000829,0.3,0.8,97.7,0,1024,1024,1024,1024,,0.984252,0.328084,93,7.99,2.273,N,0.0983488,Calm
2.5,32.82455151,-95.30655822,420,,-0.100000166,0,-0.600000995,0,1.4,97.9,0.100000166,1024,1024,1024,1024,,1.968504,0.328084,93,7.99,4.137,N,0.0983488,Calm
2.6,32.82455139,-95.30655818,421,,-0.100000166,0,-0.500000829,-1.2,0.7,98,0.100000166,1024,1024,1024,1024,,2.952756,0.328084,93,7.99,4.137,N,0.0983488,Calm
2.7,32.82455133,-95.3065581,421,,-0.100000166,0,-0.500000829,-2.2,0.2,97.9,0.100000166,1024,1024,1024,1024,,2.952756,0.328084,93,7.99,4.137,N,0.0983488,Calm
2.8,32.82455118,-95.30655808,421,,-0.100000166,0,-0.500000829,-2,0.8,97.8,0.100000166,1024,1024,1024,1024,,4.265092,0.656168,93,7.99,4.137,N,0.0983488,Calm
2.9,32.82455099,-95.30655805,421,,-0.100000166,0,-0.500000829,-2.7,0.4,98.1,0.100000166,1024,1024,1024,1024,,4.265092,0.984252,93,7.99,4.137,N,0.0983488,Calm
3,32.82455084,-95.30655808,421,,-0.100000166,0,-0.400000663,-3.9,-0.8,98,0.100000166,1024,1024,1024,1024,,5.249344,0.984252,93,7.99,4.137,N,0.0983488,Calm
3.1,32.82455076,-95.30655809,421,,-0.100000166,0,-0.400000663,-4.3,0.1,97.9,0.100000166,1024,1024,1024,1024,,5.249344,0.984252,93,7.99,4.137,N,0.1966976,Calm
3.2,32.82455062,-95.30655811,422,,-0.100000166,0,-0.400000663,-4.3,0.7,97.9,0.100000166,1024,1024,1024,1024,,5.249344,1.312336,93,7.99,4.137,N,0.1966976,Calm
3.3,32.82455076,-95.30655798,422,,0,0,-0.400000663,-4,-1,97.8,0,1024,1024,1024,1024,,6.233596,0.984252,93,7.99,4.137,N,0.1966976,Calm
3.4,32.82455069,-95.30655797,422,,0,0,-0.400000663,-3.3,-0.7,97.7,0,1024,1024,1024,1024,,6.233596,1.312336,93,7.99,4.137,N,0.1966976,Calm
3.5,32.82455054,-95.30655808,422,,0,0,-0.500000829,-3.4,1.4,97.7,0,1024,1024,1024,1024,,7.217848,1.312336,93,7.99,4.137,N,0.2995168,Calm
3.6,32.82455051,-95.30655805,422,,0,0,-0.500000829,-3.8,2.3,97.5,0,1024,1024,1024,1024,,7.217848,1.312336,93,7.99,4.137,N,0.2995168,Calm
3.7,32.8245505,-95.30655805,422,,0,0,-0.400000663,-3.6,2.2,97.4,0,1024,1024,1024,1024,,8.530184,1.312336,93,7.99,4.137,N,0.2995168,Calm
3.8,32.82455054,-95.30655799,423,,0,0,-0.400000663,-2.9,0.3,97.8,0,1024,1024,1024,1024,,8.530184,1.312336,93,7.99,4.137,N,0.3978656,Calm
3.9,32.82455045,-95.30655809,423,,0,0,-0.500000829,-3,-1.9,97.9,0,1024,1024,1024,1024,,9.514436,1.312336,93,7.99,4.137,N,0.3978656,Calm
4,32.8245504,-95.30655817,423,,0,0,-0.400000663,-3.4,-1.5,97.8,0,1024,1024,1024,1024,,9.514436,1.64042,93,7.99,4.137,N,0.3978656,Calm
4.1,32.82455039,-95.3065583,423,,0,0,-0.400000663,-4.8,-0.6,97.8,0,1024,1024,1024,1024,,10.498688,1.64042,93,7.99,4.137,N,0.3978656,Calm
4.2,32.82455036,-95.30655835,423,,0,0,-0.400000663,-4.3,-0.3,97.8,0,1024,1024,1024,1024,,10.498688,1.64042,93,7.866,4.137,N,0.4962144,Calm
4.3,32.82455033,-95.30655826,423,,0,0,-0.500000829,-4.1,-0.6,97.9,0,1024,1024,1024,1024,,10.498688,1.64042,93,7.866,4.137,N,0.4962144,Calm
4.4,32.82455032,-95.30655828,424,,0,0,-0.500000829,-4.3,-1,98.1,0,1024,1024,1024,1024,,11.811024,1.64042,93,7.866,4.137,N,0.4962144,Calm
4.5,32.82455031,-95.30655835,424,,0,0,-0.300000497,-4.6,-1.2,98.2,0,1024,1024,1024,1024,,11.811024,1.64042,92,7.866,5.038,N,0.4962144,Calm
4.6,32.82455031,-95.30655832,424,,0,0,-0.100000166,-4.1,0.5,97.7,0,1024,1024,1024,1024,,12.795276,1.64042,92,7.866,5.038,N,0.5990336,Calm
4.7,32.82455028,-95.30655826,424,,0,0,0,-3.4,1.3,97.4,0,1024,1024,1024,1024,,12.795276,1.64042,92,7.866,5.038,N,0.5990336,Calm
4.8,32.8245503,-95.30655825,424,,0,0,0,-3.2,0.7,97.6,0,1024,1024,1102,1024,,12.795276,1.64042,92,7.866,5.038,N,0.5990336,Calm
4.9,32.8245503,-95.30655827,424,,0,0,0,-2.9,-0.4,97.8,0,1024,1024,1180,1024,,12.795276,1.64042,92,7.866,5.038,N,0.5990336,Calm
5,32.82455032,-95.30655832,424,,0,0,0,-3.2,-1,97.8,0,1024,1024,1236,1024,,12.795276,1.64042,92,7.866,5.038,N,0.6973824,Calm
5.1,32.82455032,-95.3065584,424,,0,0,-0.100000166,-3.2,-1.2,97.7,0,1024,1024,1239,1024,,12.795276,1.64042,92,7.866,5.038,N,0.6973824,Calm
5.2,32.82455033,-95.30655845,424,,0,0,-0.300000497,-3.5,-1.1,97.6,0,1024,1024,1243,1024,,12.795276,1.64042,92,7.866,5.038,N,0.6973824,Calm
5.3,32.82455038,-95.30655849,424,,0,0,-0.500000829,-3.1,-0.8,97.8,0,1024,1024,1257,1024,,13.779528,1.64042,92,7.866,5.038,N,0.6973824,Calm
5.4,32.82455044,-95.30655852,424,,0,0,-0.600000995,-2.7,-0.9,97.9,0,1024,1024,1303,1024,,13.779528,1.312336,92,7.866,5.038,N,0.6973824,Calm
5.5,32.82455054,-95.30655852,425,,0,0,-0.600000995,-2.2,-1.6,98.1,0,1024,1024,1306,1024,,14.76378,1.312336,92,7.868,5.038,N,0.7957312,Calm
5.6,32.82455058,-95.30655854,425,,0,0,-0.800001326,-1.9,-2.5,98.1,0,1024,1024,1332,1024,,16.076116,1.312336,92,7.868,5.038,N,0.7957312,Calm
5.7,32.82455066,-95.30655862,425,,0,0,-1.000001658,-2.9,-1.6,97.7,0,1024,1024,1356,1024,,17.060368,1.312336,92,7.868,5.038,N,0.7957312,Calm
5.8,32.82455065,-95.30655859,425,,0,0,-1.100001823,-3,-0.5,97.8,0,1024,1024,1350,1024,,18.04462,1.312336,92,7.868,5.038,N,0.7957312,Calm
5.9,32.82455061,-95.30655842,426,,0,0,-1.200001989,-3.2,-0.4,97.8,0,1024,1024,1343,1024,,19.356956,1.312336,92,7.868,5.038,N,0.8985504,Calm
6,32.8245506,-95.3065584,426,,0,0,-1.400002321,-4.1,-0.4,97.7,0,1024,1024,1340,1024,,20.341208,1.312336,92,7.868,5.038,N,0.8985504,Calm
6.1,32.82455056,-95.30655837,427,,0,0,-1.400002321,-4.1,-0.4,97.7,0,1024,1024,1337,1024,,22.309712,1.312336,92,7.868,5.038,N,0.8985504,Calm
6.2,32.82455059,-95.3065584,427,,0,0,-1.300002155,-3.4,-1,97.8,0,1024,1024,1372,1024,,23.622048,1.312336,92,7.868,5.038,NE,0.8985504,Calm
6.3,32.82455062,-95.30655854,427,,0,0,-1.300002155,-3.1,-1.8,97.8,0,1024,1024,1372,1024,,24.6063,1.312336,92,7.868,5.038,NE,0.8985504,Calm
6.4,32.82455067,-95.30655859,428,,0,0,-1.300002155,-2.9,-1.9,97.7,0,1024,1024,1386,1024,,26.902888,1.312336,92,7.868,5.038,NE,0.9968992,Calm
6.5,32.8245507,-95.30655862,428,,0,0,-1.500002486,-2.6,-1.9,97.8,0,1024,1024,1393,1024,,27.88714,1.312336,92,7.868,5.526,NE,0.9968992,Calm
6.6,32.82455069,-95.30655866,429,,0,0,-1.700002818,-2.7,-2.1,97.8,0,1024,1024,1393,1024,,29.855644,1.312336,92,7.868,5.526,NE,0.9968992,Calm
6.7,32.82455063,-95.30655872,430,,0,0,-1.700002818,-3.8,-2,97.9,0,1024,1024,1453,1024,,31.16798,1.312336,92,7.868,5.526,NE,0.9968992,Calm
6.8,32.82455057,-95.30655878,430,,0,0,-1.800002984,-4.8,-2.1,97.8,0,1024,1024,1641,1024,,33.136484,1.312336,92,7.868,5.526,NE,1.0997184,Calm
6.9,32.82455061,-95.30655883,431,,0,0,-2.000003315,-4.9,-1.9,97.7,0,1024,1024,1684,1024,,35.433072,1.312336,92,7.868,5.526,NE,1.0997184,Calm
7,32.82455061,-95.30655886,431,,0,0,-2.400003978,-4.7,-2.5,97.9,0,1024,1024,1684,1024,,37.401576,1.312336,92,7.868,5.526,NE,1.0997184,Calm
7.1,32.82455083,-95.30655888,432,,0,0,-2.700004476,-4.5,-2.8,97.8,0,1024,1024,1684,1024,,40.682416,0.984252,92,7.868,5.526,NE,1.1980672,Calm
7.2,32.82455088,-95.30655889,433,,0,0,-3.100005139,-4.1,-2.2,97.9,0,1024,1024,1684,1024,,43.963256,0.984252,92,7.852,5.526,NE,1.1980672,Calm
7.3,32.82455096,-95.30655889,435,,0,0,-3.400005636,-3.7,-1.9,97.8,0,1024,1024,1684,1024,,47.244096,0.984252,92,7.852,5.526,NE,1.1980672,Calm
7.4,32.82455104,-95.30655891,436,,0,0,-3.800006299,-3.1,-2.5,97.8,0,1024,1024,1684,1024,,50.524936,0.984252,92,7.852,5.526,NE,1.1980672,Calm
7.5,32.82455108,-95.30655894,437,,0,0,-4.100006796,-3,-3,97.8,0,1024,1024,1684,1024,,54.790028,0.984252,92,7.852,7.258,NE,1.296416,Calm
7.6,32.82455099,-95.30655902,439,,0,0,-4.500007459,-3.2,-2.8,97.8,0,1024,1024,1684,1024,,60.039372,0.984252,92,7.852,7.258,NE,1.296416,Calm
7.7,32.82455103,-95.30655904,440,,0,0,-4.700007791,-3.4,-2.9,97.9,0,1024,1024,1684,1024,,64.304464,0.984252,92,7.852,7.258,NE,1.3992352,Calm
7.8,32.82455104,-95.30655904,442,,0,0,-4.800007956,-4,-2.2,97.8,0,1024,1024,1684,1024,,68.569556,0.984252,92,7.852,7.258,NE,1.3992352,Calm
7.9,32.82455102,-95.30655903,444,,0,0,-4.900008122,-4.2,-2.3,97.8,0,1024,1024,1684,1024,,74.146984,0.984252,92,7.852,7.258,NE,1.3992352,Calm
8,32.82455103,-95.30655905,446,,0,0,-4.900008122,-3.9,-2.4,97.8,0,1024,1024,1684,1003,,77.427824,0.984252,92,7.852,7.258,NE,1.497584,Calm
8.1,32.82455109,-95.30655902,447,,0,0,-4.900008122,-3.6,-2.6,97.9,0,1024,1024,1684,1009,,81.692916,0.984252,92,7.852,7.258,NE,1.497584,Calm
8.2,32.8245511,-95.30655902,449,,0,0,-5.000008288,-3.6,-2.8,97.9,0,1024,1024,1684,1024,,86.94226,0.984252,92,7.852,7.258,NE,1.497584,Calm
8.3,32.8245511,-95.30655901,451,,0,0,-5.000008288,-3.4,-2.8,97.9,0,1024,1024,1684,1024,,90.2231,0.984252,92,7.852,7.258,NE,1.5959328,Calm
8.4,32.8245511,-95.30655898,452,,0,0,-5.000008288,-3.7,-2.5,97.9,0,1024,1024,1684,1024,,94.488192,0.984252,92,7.852,7.258,NE,1.5959328,Calm
8.5,32.82455114,-95.30655892,454,,0,0,-5.000008288,-3.9,-2,97.8,0,1024,1024,1684,1024,,98.753284,0.656168,92,7.715,7.258,NE,1.5959328,Calm
8.6,32.82455113,-95.3065589,456,,0,0,-5.000008288,-3.5,-2.1,97.8,0,1024,1024,1510,1024,,102.034124,0.656168,92,7.715,7.258,NE,1.5959328,Calm
8.7,32.82455111,-95.30655886,458,,0,0,-4.900008122,-4.1,-2.6,98,0,1024,1024,1342,1016,,105.314964,0.656168,92,7.715,7.258,NE,1.698752,Calm
8.8,32.82455107,-95.30655884,459,,0,0,-4.900008122,-4.5,-2.6,97.9,0,1024,1024,1597,1024,,109.580056,0.656168,92,7.715,7.258,NE,1.698752,Calm
8.9,32.82455103,-95.30655881,461,,0,0,-4.600007625,-4.6,-2.8,97.9,0,1024,1024,1600,1024,,113.845148,0.984252,92,7.715,7.258,NE,1.698752,Calm
9,32.82455109,-95.30655878,462,,0,0,-4.300007128,-4.6,-2.9,97.9,0,1024,1024,1403,1024,,119.422576,0.656168,92,7.715,7.258,NE,1.698752,Calm
9.1,32.82455116,-95.30655877,464,,0,0,-4.300007128,-4,-2.4,97.9,0,1024,1024,1024,1024,,121.39108,0.656168,92,7.715,7.258,NE,1.698752,Calm
9.2,32.82455121,-95.30655875,465,,0,0,-4.100006796,-3.9,-2.7,97.9,0,1024,1024,1024,1024,,153.871396,0.656168,92,7.715,7.258,NE,1.7971008,Calm
9.3,32.82455117,-95.30655875,467,,0,0,-3.700006133,-4,-3.2,98,0,1024,1024,1024,1024,,159.12074,0.656168,92,7.715,7.258,NE,1.7971008,Calm
9.4,32.82455117,-95.30655877,468,,0,0,-3.400005636,-4.3,-3.4,98,0,1024,1024,1024,1024,,160.104992,0.656168,92,7.715,7.258,NE,1.7971008,Calm
9.5,32.82455116,-95.30655877,469,,0,0,-3.000004973,-4.3,-3.5,98.1,0,1024,1024,1024,1024,,166.666672,0.656168,92,7.715,7.273,NE,1.7971008,Calm
9.6,32.82455115,-95.30655885,469,,0,0,-2.700004476,-4.4,-3.6,98.1,0,1024,1024,1221,1024,,169.947512,0.656168,92,7.715,7.273,NE,1.7971008,Calm
9.7,32.82455108,-95.30655875,470,,0,0,-2.300003812,-4.7,-3.8,98.1,0,1024,1024,1345,1024,,171.916016,0.656168,92,7.715,7.273,NE,1.7971008,Calm
9.8,32.82455107,-95.30655881,471,,0,0,-1.900003149,-4.9,-3.8,98,0,1024,1024,1341,1024,,176.509192,0.656168,92,7.715,7.273,NE,1.7971008,Calm
9.9,32.82455104,-95.30655869,472,,0,0,-1.700002818,-4.6,-3.7,98.1,0,1024,1024,1359,1024,,177.493444,0.656168,92,7.715,7.273,NE,1.7971008,Calm
10,32.82455106,-95.30655874,472,,0,0,-1.500002486,-4,-3.4,98,0,1024,1024,1354,1024,,180.774284,0.656168,92,7.715,7.273,NE,1.7971008,Calm
10.1,32.82455105,-95.30655873,473,,0,0,-1.500002486,-4,-3.4,98,0,1024,1024,1342,1024,,182.742788,0.656168,92,7.715,7.273,NE,1.89992,Calm
10.2,32.82455111,-95.30655874,473,,0,0,-1.400002321,-4.7,-3.5,98,0,1024,1024,1343,1024,,184.055124,0.656168,92,7.885,7.273,NE,1.89992,Calm
10.3,32.82455109,-95.30655862,474,,0,0,-1.400002321,-4.3,-3.2,97.9,0,1024,1024,1336,1024,,185.039376,0.656168,92,7.885,7.273,NE,1.89992,Calm
10.4,32.8245512,-95.30655865,474,,0,0,-1.400002321,-3.3,-3.2,98,0,1024,1024,1343,1024,,186.023628,0.656168,92,7.885,7.273,NE,1.89992,Calm
10.5,32.82455127,-95.30655861,475,,0,0,-1.300002155,-3.3,-3.6,98,0,1024,1024,1302,1024,,187.00788,0.328084,92,7.885,4.587,NE,1.89992,Calm
10.6,32.82455111,-95.30655841,475,,0,0,-1.300002155,-3.1,-3.1,97.9,0,1024,1024,1110,1024,,188.320216,0.656168,92,7.885,4.587,NE,1.89992,Calm
10.7,32.82455112,-95.3065583,475,,0,0,-1.200001989,-3.4,-3.3,97.9,0,1024,1024,1024,1024,,190.28872,0.656168,92,7.885,4.587,NE,1.89992,Calm
10.8,32.82455112,-95.30655817,476,,0,0,-0.800001326,-3.9,-3.3,98,0,1024,1024,1024,1024,,191.272972,0.656168,92,7.885,4.587,NE,1.89992,Calm
10.9,32.82455102,-95.30655802,476,,0,0,-0.500000829,-3.8,-2.6,98,0,1024,1024,1024,1024,,193.56956,0.984252,92,7.885,4.587,NE,1.89992,Calm
11,32.824551,-95.30655792,476,,0,0,-0.200000332,-3.2,-2,97.9,0,1024,1024,1024,1024,,194.553812,0.984252,92,7.885,4.587,NE,1.89992,Calm
11.1,32.82455095,-95.30655792,476,,0,0,-0.100000166,-2.3,-1.7,98,0,1024,1024,1024,1024,,194.553812,0.984252,92,7.885,4.587,NE,1.89992,Calm
11.2,32.8245509,-95.30655782,476,,0,0,0,-3.8,-2,97.9,0,1024,1024,1024,1024,,193.56956,0.984252,92,7.885,4.587,NE,1.89992,Calm
11.3,32.82455083,-95.30655777,476,,0,0,0,-4.7,-2.4,97.9,0,1024,1024,1024,1024,,194.553812,0.984252,92,7.885,4.587,NE,1.89992,Calm
11.4,32.82455077,-95.30655772,476,,0,0,0,-4.9,-2.4,98,0,1024,1024,1024,1024,,196.8504,1.312336,92,7.885,4.587,NE,1.9982688,Calm
11.5,32.82455073,-95.3065577,476,,0,0,0,-4.6,-2.6,98,0,1024,1024,1024,1024,,196.8504,1.312336,92,7.885,4.587,NE,1.9982688,Calm
11.6,32.82455069,-95.30655785,476,,0,0,0,-4.5,-2.9,98,0,1024,1024,1024,1024,,194.553812,1.312336,92,7.885,4.587,NE,1.9982688,Calm
11.7,32.82455065,-95.30655778,476,,0,0,0,-4.7,-2.8,97.9,0,1024,1024,1024,1024,,194.553812,1.312336,92,7.885,4.587,NE,1.9982688,Calm
11.8,32.82455061,-95.30655776,476,,0,0,0,-4.8,-2.7,98,0,1024,1024,1024,1024,,194.553812,1.312336,92,7.885,4.587,NE,1.9982688,Calm
11.9,32.82455058,-95.30655773,476,,0,0,0,-5,-2.6,98,0,1024,1024,1037,1024,,194.553812,1.312336,92,7.885,4.587,NE,1.9982688,Calm
12,32.82455054,-95.30655773,476,,0,0,0,-4.7,-2.6,97.9,0,1024,1024,1205,1024,,192.585308,1.312336,92,7.885,4.587,NE,1.9982688,Calm
12.1,32.82455052,-95.3065577,476,,0,0,0,-4.5,-2.7,98,0,1024,1024,1233,1024,,193.56956,1.64042,92,7.885,4.587,NE,1.9982688,Calm
12.2,32.82455051,-95.30655768,476,,0,0,0,-4.2,-2.6,98,0,1024,1024,1222,1024,,193.56956,1.64042,92,7.85,4.587,NE,1.9982688,Calm
12.3,32.82455052,-95.30655765,476,,0,0,-0.300000497,-3.9,-2.5,98,0,1024,1024,1222,1024,,194.553812,1.64042,92,7.85,4.587,NE,2.0966176,Calm
12.4,32.82455058,-95.30655764,477,,0,0,-0.500000829,-5.1,-3.2,97.9,0,1024,1024,1063,1024,,195.866148,1.312336,92,7.85,4.587,NE,2.0966176,Calm
12.5,32.82455053,-95.30655764,477,,0,0,-0.500000829,-5.4,-3.2,97.9,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.85,4.735,NE,2.0966176,Calm
12.6,32.82455054,-95.30655765,477,,0,0,-0.500000829,-3.9,-2.9,98,0,1024,1024,1024,1024,,198.818904,1.64042,92,7.85,4.735,NE,2.0966176,Calm
12.7,32.82455054,-95.30655764,477,,0,0,-0.300000497,-4.1,-3.6,98,0,1024,1024,1024,1024,,200.13124,1.64042,92,7.85,4.735,NE,2.0966176,Calm
12.8,32.82455057,-95.30655761,477,,0,0,0,-4.1,-2.5,97.9,0,1024,1024,1024,1024,,194.553812,1.64042,92,7.85,4.735,NE,2.0966176,Calm
12.9,32.82455052,-95.30655757,477,,0,0,0,-2.7,-1.6,97.9,0,1024,1024,1024,1024,,194.553812,1.64042,92,7.85,4.735,NE,2.1994368,Calm
13,32.82455047,-95.30655758,477,,0,0,0,-3.8,-2.7,97.9,0,1024,1024,1024,1024,,195.866148,1.64042,92,7.85,4.735,NE,2.1994368,Calm
13.1,32.82455045,-95.30655758,477,,0,0,0,-4.9,-3.3,97.9,0,1024,1024,1024,1024,,195.866148,1.64042,92,7.85,4.735,NE,2.1994368,Calm
13.2,32.8245504,-95.30655758,477,,0,0,0,-5.1,-2.9,98,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.735,NE,2.1994368,Calm
13.3,32.82455038,-95.30655763,477,,0,0,0,-5.3,-2.7,97.9,0,1024,1024,1024,1024,,198.818904,1.64042,92,7.868,4.735,NE,2.1994368,Calm
13.4,32.82455031,-95.30655762,477,,0,0,0,-5.2,-3,97.9,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.735,NE,2.1994368,Calm
13.5,32.82455028,-95.30655759,477,,0,0,0,-5,-2.8,97.9,0,1024,1024,1024,1024,,196.8504,1.968504,92,7.868,4.735,NE,2.1994368,Calm
13.6,32.82455031,-95.3065575,477,,0,0,0,-4.9,-2.3,97.9,0,1024,1024,1024,1024,,196.8504,1.968504,92,7.868,4.735,NE,2.2977856,Calm
13.7,32.82455035,-95.30655755,477,,0,0,0,-4.9,-2.5,97.9,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.735,NE,2.2977856,Calm
13.8,32.82455037,-95.30655753,477,,0,0,0,-4.5,-2.5,97.9,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.735,NE,2.2977856,Calm
13.9,32.82455041,-95.30655751,477,,0,0,0,-4.4,-2.3,97.9,0,1024,1024,1024,1024,,195.866148,1.64042,92,7.868,4.735,NE,2.2977856,Calm
14,32.82455043,-95.30655754,477,,0,0,0,-4.5,-2.2,97.9,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.735,NE,2.2977856,Calm
14.1,32.82455041,-95.3065576,477,,0,0,0,-4.6,-2.4,97.9,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.735,NE,2.2977856,Calm
14.2,32.82455043,-95.3065576,477,,0,0,0,-4.5,-2.8,98,0,1024,1024,1024,704,,197.834652,1.64042,92,7.868,4.735,NE,2.2977856,Calm
14.3,32.82455044,-95.30655765,477,,0,0,0,-4.1,-2.6,97.9,0,1024,1024,1024,646,,195.866148,1.64042,92,7.868,4.735,NE,2.3961344,Calm
14.4,32.82455048,-95.30655765,477,,0,0,0,-4.3,-2.5,97.6,0,1024,1024,1024,647,,198.818904,1.64042,92,7.868,4.735,NE,2.3961344,Calm
14.5,32.8245505,-95.30655771,477,,0,0,0,-4.2,-2.7,95.8,0,1024,1024,1024,647,,198.818904,1.64042,92,7.868,4.64,NE,2.3961344,Calm
14.6,32.82455055,-95.30655773,477,,0,0,0,-4.2,-2.8,92.5,0,1024,1024,1024,646,,201.115492,1.312336,92,7.868,4.64,NE,2.3961344,Calm
14.7,32.82455048,-95.3065578,477,,0,0,0,-4,-2.5,88.7,0,1024,1024,1024,646,,201.115492,1.64042,92,7.868,4.64,NE,2.3961344,Calm
14.8,32.82455051,-95.30655784,477,,0,0,0,-3.6,-2.5,84.9,0,1024,1024,1024,1024,,196.8504,1.312336,92,7.868,4.64,NE,2.3961344,Calm
14.9,32.82455049,-95.30655788,477,,0,0,0,-3,-3.1,80.9,0,1024,1024,1024,1024,,196.8504,1.312336,92,7.868,4.64,NE,2.3961344,Calm
15,32.82455047,-95.30655787,477,,0,0,0,-2.7,-3.4,77.2,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.64,NE,2.3961344,Calm
15.1,32.82455047,-95.30655787,477,,0,0,0,-2.5,-3.4,74.7,0,1024,1024,1024,1024,,196.8504,1.64042,92,7.868,4.64,NE,2.3961344,Calm
15.2,32.82455056,-95.30655799,477,,0,0,0,-2.2,-3.5,74,0,1024,1024,1024,1024,,196.8504,1.312336,92,7.849,4.64,NE,2.3961344,Calm
