sep=,
CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,SERIAL.battery2,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
11/27/2025,9:24:42.60 PM,0m 0.0s,0.0,32.8245560570701,-95.3065526212812,0,0,0.6,420,0,0,0,0,0,0,0,0,0,-0.3,0,89.9,89.9,,P-GPS (Brake),Auto Fly,,20,5,True,,Mini 4 Pro,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,,,,,,False,,,False,False,False,False,,False,False,False,,,,,,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,Flight mode changed to P-GPS (Brake).,
11/27/2025,9:24:42.69 PM,0m 0.1s,0.1,32.8245560484537,-95.3065526075111,0,0,0.6,420,0,0,0,0,0,0,0,0,0,-0.3,0,89.9,89.9,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,,,,,,False,,,False,False,False,False,,False,False,False,,,,,,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059).; Flight mode changed to Starting Motors.,SD card speed low. Normal use may be affected. Replace SD card (Code: 1C000402).
11/27/2025,9:24:42.79 PM,0m 0.2s,0.2,32.8245560600386,-95.3065526236994,0,0,0.6,420,0,0,0,0,0,0,0,0,0,-0.3,0,89.9,89.9,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,,,,,,False,,,False,False,False,False,,False,False,False,,,,,,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
11/27/2025,9:24:42.89 PM,0m 0.3s,0.3,32.8245560413215,-95.3065525838302,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,89.9,89.9,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,Data Recorder File Index is 10.; Set Return to Home (RTH) altitude to 100 m (328 ft).; Set maximum flight altitude to 120 m (394 ft).,
11/27/2025,9:24:42.99 PM,0m 0.4s,0.4,32.8245560352902,-95.3065526005384,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,89.9,89.9,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
11/27/2025,9:24:43.09 PM,0m 0.5s,0.5,32.8245560350804,-95.3065526102768,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,90,90,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
11/27/2025,9:24:43.19 PM,0m 0.6s,0.6,32.8245560613108,-95.3065525895327,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,90,90,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,100,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
11/27/2025,9:24:43.30 PM,0m 0.7s,0.7,32.8245560653909,-95.3065525940984,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,90,90,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,100,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
11/27/2025,9:24:43.40 PM,0m 0.8s,0.8,32.8245560531956,-95.3065525918517,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,90,90,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,100,,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
11/27/2025,9:24:43.50 PM,0m 0.9s,0.9,32.8245560305184,-95.3065525875201,0,0,0.3,420,0,0,0,0,0,0,0,0,0,-0.3,0,90,90,,Starting Motors,Auto Fly,,20,5,True,,Mini 4 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,126.9,126.9,False,False,False,False,False,False,,True,Card Too Slow,100,100,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,95,8.147,2436,2590,8.147,False,4.074,4.073,0.001,False,False,0.882,75,75.0,75.0,,,,,,,,,Idle,,,,,,0,Go Home,True,True,True,False,False,False,False,False,False,False,False,False,32.8245771685346,-95.3065695042486,9.2,,393.7,True,1,1,False,False,False,False,,True,False,False,,328,,16.4,10,,,,,Calm,False,False,,1.19.0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,212.8,4.6,111.5,32.261596,11.408394,0,0,DJI Mini 4 Pro,1581F6Z9C254D003,6TVQN2J0M20E51,6UZBMAB02101F4,7BVPN1QDA202E2,DJI Fly,,1.19.0,0F91C37E-30EE-4EF8-922E-276C7A6D4061,1581F6Z9C254D003E49D,6TVQN2J0M20E51,,6UZBMAB02101F4,7BVPN1QDA202E2,,,,,,
