               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12417,            0.058554,            0.028713,            0.043055,             0.15194,            0.020438,           0.0035822,             0.10284,            0.045135,            0.027332,              0.0802,              0.0022,              0.0022
                   1,            0.092757,            0.054163,            0.026593,             0.16822,             0.41922,             0.15106,            0.045029,            0.087093,            0.049485,            0.026346,            0.059455,           0.0044554,           0.0044554
                   2,            0.079987,            0.046968,            0.025854,             0.21178,              0.4378,             0.21194,            0.049706,            0.076057,            0.046039,            0.026083,            0.038665,           0.0066654,           0.0066654
                   3,            0.072656,             0.04712,            0.025499,             0.17532,             0.53412,              0.1999,            0.061861,            0.065846,            0.055882,            0.026039,             0.01783,           0.0088297,           0.0088297
                   4,            0.066815,            0.045869,            0.024976,             0.36389,             0.63685,             0.40747,             0.15207,            0.058482,            0.055014,            0.025583,            0.009604,            0.009604,            0.009604
                   5,            0.061444,            0.044447,            0.023652,              0.3245,             0.73201,             0.38755,             0.15447,            0.049032,             0.04411,            0.027101,            0.009604,            0.009604,            0.009604
                   6,            0.056428,            0.043048,             0.02099,             0.32485,             0.77615,             0.38718,             0.15487,            0.053619,            0.046366,            0.029166,            0.009505,            0.009505,            0.009505
                   7,            0.054724,            0.042646,            0.019159,             0.42327,             0.67732,             0.45381,              0.2053,            0.045528,            0.037943,            0.034612,            0.009406,            0.009406,            0.009406
                   8,            0.052753,            0.042188,            0.017635,             0.36812,             0.50972,              0.3832,             0.14581,            0.052243,            0.041111,            0.036694,            0.009307,            0.009307,            0.009307
                   9,            0.051572,            0.041276,            0.016192,             0.38221,              0.5791,             0.41925,             0.18098,            0.046231,            0.041392,            0.031959,            0.009208,            0.009208,            0.009208
                  10,            0.049932,            0.040585,            0.015198,             0.42156,             0.63794,             0.45632,             0.19207,            0.046753,            0.039137,            0.038089,            0.009109,            0.009109,            0.009109
                  11,             0.04832,            0.039531,            0.014028,             0.39242,             0.67305,             0.45943,              0.2121,            0.041008,            0.039455,            0.037616,             0.00901,             0.00901,             0.00901
                  12,            0.048162,            0.039282,            0.013966,             0.48303,             0.61961,             0.48146,             0.21572,            0.041438,            0.036557,            0.034518,            0.008911,            0.008911,            0.008911
                  13,            0.047614,            0.039835,            0.012803,             0.38935,             0.61324,             0.37627,             0.13866,            0.046792,            0.038856,            0.040414,            0.008812,            0.008812,            0.008812
                  14,            0.046406,            0.039598,            0.011865,             0.47321,              0.5047,             0.44692,             0.17969,             0.04241,            0.037716,            0.040131,            0.008713,            0.008713,            0.008713
                  15,            0.045992,            0.039346,            0.011156,             0.42632,              0.5821,             0.42524,             0.19298,            0.041746,            0.035044,             0.04413,            0.008614,            0.008614,            0.008614
                  16,            0.044132,            0.038335,            0.010569,             0.45933,             0.57701,             0.40757,             0.16974,            0.039349,            0.035056,            0.043399,            0.008515,            0.008515,            0.008515
                  17,            0.044157,            0.037693,             0.01057,             0.42738,             0.59483,             0.40575,             0.14392,            0.043315,            0.037316,             0.04453,            0.008416,            0.008416,            0.008416
                  18,             0.04371,            0.038683,            0.010069,             0.40521,              0.5879,              0.3957,             0.14988,            0.041673,            0.038694,            0.045012,            0.008317,            0.008317,            0.008317
                  19,             0.04345,            0.037752,           0.0092263,             0.41033,             0.57689,             0.42351,             0.18935,            0.037939,             0.03801,             0.04426,            0.008218,            0.008218,            0.008218
                  20,            0.043384,            0.037864,           0.0089198,             0.46522,             0.58327,             0.42253,             0.16335,            0.041919,            0.036608,            0.048442,            0.008119,            0.008119,            0.008119
                  21,            0.043302,            0.036441,           0.0092251,             0.41679,             0.59259,             0.41165,             0.16075,            0.042878,            0.037669,            0.042435,             0.00802,             0.00802,             0.00802
                  22,             0.04174,            0.036918,           0.0083339,             0.41611,              0.5707,             0.41815,             0.18229,            0.039944,            0.037361,            0.047659,            0.007921,            0.007921,            0.007921
                  23,            0.041046,            0.036815,           0.0076202,             0.48553,             0.52016,             0.43605,             0.18071,            0.045396,            0.040718,            0.048193,            0.007822,            0.007822,            0.007822
                  24,            0.041395,            0.036562,           0.0082865,             0.41285,             0.55538,             0.36981,             0.14098,             0.04192,            0.036454,            0.053833,            0.007723,            0.007723,            0.007723
                  25,            0.040307,            0.036639,            0.007752,             0.47612,             0.57161,              0.4479,             0.19798,            0.038763,            0.036685,            0.048091,            0.007624,            0.007624,            0.007624
                  26,            0.040776,            0.036734,           0.0071171,             0.47021,             0.50646,              0.4076,             0.18064,            0.038664,            0.037123,            0.048421,            0.007525,            0.007525,            0.007525
                  27,            0.040025,            0.035839,           0.0072123,             0.40355,             0.44921,              0.3415,             0.12436,            0.048516,            0.037514,            0.049968,            0.007426,            0.007426,            0.007426
                  28,            0.040083,             0.03692,           0.0071576,             0.42741,             0.51778,              0.3768,             0.16328,            0.038616,            0.038449,             0.05533,            0.007327,            0.007327,            0.007327
                  29,            0.039571,            0.036266,           0.0068372,             0.49774,             0.51798,             0.43857,             0.19503,            0.037301,            0.036215,             0.05096,            0.007228,            0.007228,            0.007228
                  30,            0.039132,            0.036123,           0.0064708,              0.4775,             0.61312,             0.47042,             0.22632,            0.039914,            0.035581,            0.047631,            0.007129,            0.007129,            0.007129
                  31,             0.03893,            0.035484,           0.0062268,             0.47927,             0.56348,             0.43467,             0.19673,            0.038277,            0.034611,            0.052097,             0.00703,             0.00703,             0.00703
                  32,            0.038719,            0.035423,           0.0062003,             0.40726,             0.61929,              0.4057,             0.18163,             0.03803,            0.035467,             0.04762,            0.006931,            0.006931,            0.006931
