               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.038763,            0.035846,           0.0054612,             0.45407,             0.56052,             0.43179,             0.18419,            0.040019,            0.037997,             0.05058,            0.006832,            0.006832,            0.006832
                  34,            0.037893,            0.035626,            0.005618,             0.45159,             0.52401,             0.38081,             0.16026,            0.039785,            0.037914,             0.05638,            0.006733,            0.006733,            0.006733
                  35,            0.038126,            0.035035,           0.0054622,             0.45753,             0.46917,              0.4029,             0.17482,            0.038768,            0.038329,            0.055249,            0.006634,            0.006634,            0.006634
                  36,            0.038036,            0.034845,            0.005715,              0.4308,             0.61498,             0.43014,             0.18881,            0.038027,             0.03607,            0.048181,            0.006535,            0.006535,            0.006535
                  37,            0.037286,            0.034891,           0.0053941,             0.43137,             0.55656,             0.38968,             0.16834,            0.038814,            0.038996,            0.056354,            0.006436,            0.006436,            0.006436
                  38,            0.037341,            0.034556,           0.0050276,              0.4068,             0.52453,              0.3756,             0.17135,            0.040347,            0.039592,            0.054845,            0.006337,            0.006337,            0.006337
                  39,            0.036971,             0.03512,           0.0047993,             0.48875,             0.50568,             0.40341,             0.19144,            0.037486,            0.037005,              0.0505,            0.006238,            0.006238,            0.006238
                  40,            0.036801,            0.034964,           0.0050614,             0.47652,             0.53735,             0.44716,             0.18708,            0.038299,             0.03876,            0.049654,            0.006139,            0.006139,            0.006139
                  41,            0.036398,            0.033932,           0.0048222,             0.38833,             0.50213,             0.33938,             0.12735,            0.042615,            0.038899,            0.051498,             0.00604,             0.00604,             0.00604
                  42,            0.035932,            0.033514,           0.0048885,             0.44296,             0.52345,             0.39002,             0.18092,            0.035257,            0.036746,            0.053062,            0.005941,            0.005941,            0.005941
                  43,            0.036193,            0.034066,           0.0048376,              0.4583,             0.55738,             0.41536,             0.19136,            0.035916,            0.037818,            0.055246,            0.005842,            0.005842,            0.005842
                  44,            0.035942,            0.034334,           0.0048266,             0.46914,             0.49179,             0.38145,             0.17495,            0.036303,            0.037375,            0.057392,            0.005743,            0.005743,            0.005743
                  45,             0.03565,            0.033823,           0.0048677,             0.46289,             0.58066,             0.43235,             0.19156,            0.038381,            0.038642,            0.050667,            0.005644,            0.005644,            0.005644
                  46,            0.035169,            0.033347,           0.0042746,             0.42008,             0.54639,             0.38424,             0.17509,            0.036986,            0.036555,            0.058299,            0.005545,            0.005545,            0.005545
                  47,            0.035177,            0.033558,           0.0042941,             0.46799,             0.50541,             0.37846,             0.16876,            0.036448,            0.037897,            0.050517,            0.005446,            0.005446,            0.005446
                  48,            0.034693,            0.033391,           0.0041507,             0.46728,             0.56241,             0.42208,              0.1906,            0.036893,            0.035956,            0.049124,            0.005347,            0.005347,            0.005347
                  49,            0.034829,            0.033383,           0.0040675,             0.43454,             0.54517,             0.40788,             0.18601,            0.037899,            0.038239,            0.058347,            0.005248,            0.005248,            0.005248
                  50,            0.034265,            0.032658,           0.0037919,             0.44917,             0.50954,             0.40105,              0.1883,            0.037355,            0.040359,            0.052925,            0.005149,            0.005149,            0.005149
                  51,            0.034756,            0.033406,           0.0040646,              0.4395,             0.49097,             0.37678,             0.16521,            0.038738,            0.038063,            0.054071,             0.00505,             0.00505,             0.00505
                  52,            0.033714,            0.032484,           0.0034479,              0.4406,             0.54632,             0.40106,             0.17998,            0.037212,            0.038627,             0.05826,            0.004951,            0.004951,            0.004951
                  53,            0.034068,            0.032733,           0.0035293,               0.429,             0.52759,             0.39318,              0.1726,            0.037945,            0.040954,            0.063733,            0.004852,            0.004852,            0.004852
                  54,            0.033461,            0.033328,           0.0035093,              0.4221,             0.51018,             0.34918,             0.16053,            0.036078,            0.036416,            0.062646,            0.004753,            0.004753,            0.004753
                  55,            0.032893,            0.032426,            0.003303,             0.46539,             0.50479,             0.37135,             0.16874,            0.036906,            0.036565,            0.060339,            0.004654,            0.004654,            0.004654
                  56,            0.033999,            0.032762,            0.003762,             0.46564,             0.50242,             0.37681,             0.16136,            0.038376,            0.037604,            0.058318,            0.004555,            0.004555,            0.004555
                  57,            0.032653,            0.032466,           0.0033486,             0.45259,              0.5127,             0.38992,             0.17879,            0.036782,            0.036731,             0.06037,            0.004456,            0.004456,            0.004456
                  58,            0.032518,            0.032379,           0.0032678,             0.44059,             0.49753,             0.35497,             0.16134,            0.038731,            0.037842,            0.062315,            0.004357,            0.004357,            0.004357
                  59,            0.033309,            0.032507,           0.0030832,              0.4413,             0.50523,             0.37674,             0.17171,            0.038847,            0.039665,            0.059998,            0.004258,            0.004258,            0.004258
                  60,            0.032644,            0.032532,           0.0032326,             0.44376,             0.51961,             0.38624,             0.17203,            0.036733,            0.038346,            0.067401,            0.004159,            0.004159,            0.004159
                  61,            0.031995,            0.032715,           0.0029455,             0.44897,             0.52804,             0.36748,             0.16474,            0.037264,            0.037377,            0.059972,             0.00406,             0.00406,             0.00406
                  62,            0.032086,            0.031967,           0.0030076,             0.43122,             0.52484,               0.377,             0.17082,            0.036759,            0.037938,            0.059839,            0.003961,            0.003961,            0.003961
                  63,            0.032314,            0.031562,           0.0028857,             0.41218,             0.48256,             0.33999,             0.15448,            0.037349,            0.039929,            0.063451,            0.003862,            0.003862,            0.003862
                  64,              0.0313,            0.031978,           0.0029032,             0.44889,             0.51205,             0.37211,             0.17321,            0.036136,            0.036822,            0.069292,            0.003763,            0.003763,            0.003763
                  65,            0.030584,            0.031105,           0.0027275,             0.47453,             0.51335,             0.38483,             0.17901,            0.035976,             0.03752,            0.066226,            0.003664,            0.003664,            0.003664
                  66,            0.031202,            0.031609,           0.0027319,             0.42812,             0.51873,             0.38035,             0.18197,            0.035971,            0.037536,            0.064733,            0.003565,            0.003565,            0.003565
                  67,            0.030896,            0.032039,           0.0029345,             0.43815,             0.49234,             0.36899,             0.17181,            0.036845,            0.038245,             0.06593,            0.003466,            0.003466,            0.003466
                  68,            0.031185,            0.031847,           0.0027408,             0.47772,             0.51034,              0.3808,             0.17275,            0.035952,            0.037849,            0.063663,            0.003367,            0.003367,            0.003367
                  69,            0.031304,            0.030747,           0.0024745,             0.45334,             0.52007,             0.37329,             0.16288,            0.038638,            0.039907,            0.062184,            0.003268,            0.003268,            0.003268
                  70,            0.030829,            0.031568,            0.002301,             0.44411,             0.52646,             0.37048,             0.16471,            0.037952,            0.038702,            0.060886,            0.003169,            0.003169,            0.003169
                  71,            0.030309,            0.031279,           0.0023383,             0.43819,             0.52083,             0.39064,             0.17659,            0.037955,            0.039677,            0.064832,             0.00307,             0.00307,             0.00307
                  72,            0.029548,            0.030915,           0.0023361,             0.44853,              0.4991,             0.37043,             0.17276,            0.037597,            0.039724,            0.064586,            0.002971,            0.002971,            0.002971
                  73,            0.030156,            0.030626,             0.00276,             0.45399,             0.49027,             0.39024,              0.1774,            0.038208,            0.041706,            0.063495,            0.002872,            0.002872,            0.002872
                  74,            0.030187,            0.030862,           0.0024805,              0.4163,             0.51742,             0.34533,             0.14841,              0.0382,            0.040101,            0.065921,            0.002773,            0.002773,            0.002773
                  75,            0.029387,            0.029616,           0.0021711,             0.43302,             0.52324,             0.36494,             0.16956,            0.037959,            0.041293,              0.0645,            0.002674,            0.002674,            0.002674
                  76,            0.029735,            0.030629,           0.0021276,              0.4281,             0.50748,             0.37275,             0.16511,            0.039125,            0.040018,            0.063167,            0.002575,            0.002575,            0.002575
                  77,             0.02987,            0.030271,           0.0022374,             0.45972,             0.50177,             0.39061,             0.17563,            0.037425,            0.038571,            0.062546,            0.002476,            0.002476,            0.002476
                  78,            0.029414,            0.030687,           0.0022222,             0.44617,              0.5422,             0.39142,             0.17895,            0.037424,            0.039932,            0.063156,            0.002377,            0.002377,            0.002377
                  79,            0.029438,            0.030386,           0.0021016,              0.4587,             0.54329,             0.40243,               0.185,            0.037167,            0.039597,            0.062334,            0.002278,            0.002278,            0.002278
                  80,             0.02905,            0.030262,           0.0024878,             0.45646,             0.56167,             0.40321,             0.18793,            0.036912,            0.038135,            0.065352,            0.002179,            0.002179,            0.002179
                  81,            0.028919,            0.029883,             0.00209,             0.44461,             0.50049,             0.36788,             0.17097,            0.037527,            0.039678,            0.065443,             0.00208,             0.00208,             0.00208
                  82,            0.028476,            0.029462,           0.0019404,             0.44037,             0.51948,             0.39455,             0.18126,            0.037226,            0.040312,            0.064044,            0.001981,            0.001981,            0.001981
                  83,            0.028065,            0.030184,           0.0021951,             0.44504,             0.51142,             0.39103,             0.18624,             0.03626,            0.039144,            0.065211,            0.001882,            0.001882,            0.001882
                  84,            0.028296,            0.030077,           0.0021549,             0.44034,             0.52902,              0.3702,             0.17295,            0.037348,            0.040373,            0.066415,            0.001783,            0.001783,            0.001783
                  85,            0.028195,            0.029336,           0.0021296,             0.42969,             0.50139,             0.36567,             0.16711,            0.038573,            0.041152,            0.067557,            0.001684,            0.001684,            0.001684
                  86,            0.028144,            0.029827,           0.0020561,             0.43852,             0.51306,             0.38227,             0.17868,            0.037419,            0.040971,             0.07005,            0.001585,            0.001585,            0.001585
                  87,            0.027673,             0.02979,           0.0018346,             0.43372,             0.50833,             0.37631,             0.17609,            0.037869,            0.041784,            0.072574,            0.001486,            0.001486,            0.001486
                  88,            0.027336,            0.029387,           0.0018974,             0.43238,             0.51052,             0.38158,             0.18144,             0.03725,            0.041295,            0.069164,            0.001387,            0.001387,            0.001387
                  89,             0.02769,            0.029457,           0.0019965,             0.43349,             0.50833,             0.36911,             0.17409,            0.037591,            0.041269,            0.071569,            0.001288,            0.001288,            0.001288
                  90,            0.027151,            0.029136,           0.0019741,             0.44372,             0.49267,             0.36745,              0.1724,            0.037611,            0.040579,            0.068044,            0.001189,            0.001189,            0.001189
                  91,            0.026705,            0.028794,           0.0018029,             0.45523,             0.50922,             0.38259,             0.17945,            0.037428,            0.040219,            0.068443,             0.00109,             0.00109,             0.00109
                  92,            0.027125,            0.029613,           0.0016773,             0.44925,             0.50241,             0.38209,             0.17706,            0.037188,            0.040126,            0.067407,            0.000991,            0.000991,            0.000991
                  93,            0.027123,            0.028802,           0.0018001,             0.44456,              0.5044,             0.38202,             0.18266,            0.037097,            0.040447,            0.070598,            0.000892,            0.000892,            0.000892
                  94,             0.02639,            0.028752,           0.0015592,             0.46031,             0.49415,             0.36874,              0.1714,            0.037485,            0.040563,            0.071214,            0.000793,            0.000793,            0.000793
                  95,            0.027244,            0.028163,            0.001817,             0.44572,             0.49579,             0.38133,             0.17766,            0.037861,              0.0409,             0.07027,            0.000694,            0.000694,            0.000694
                  96,            0.026594,             0.02915,           0.0016341,             0.43532,             0.50245,             0.37153,             0.17357,            0.037445,            0.040219,            0.077206,            0.000595,            0.000595,            0.000595
                  97,            0.026389,            0.029067,           0.0016713,             0.44033,              0.4988,             0.36708,             0.17308,             0.03752,              0.0409,            0.070889,            0.000496,            0.000496,            0.000496
                  98,            0.026332,            0.028553,            0.001621,             0.45374,             0.49796,             0.38414,             0.17976,            0.037375,            0.040888,            0.068951,            0.000397,            0.000397,            0.000397
                  99,             0.02615,             0.02874,           0.0016931,             0.45355,             0.50537,             0.38422,                0.18,            0.037371,            0.040839,            0.070755,            0.000298,            0.000298,            0.000298
