Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeAboveTerr,altitudeTuning,altitudeTuningSetpoint,xTrackError,rangeFinderDist,flightDistance,flightTime,distanceToHome,timeToHome,missionItemIndex,headingToNextWP,distanceToNextWP,headingToHome,distanceToGCS,hobbs,throttlePct,imuTemp,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentUTCTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,efi.health,efi.ecuIndex,efi.rpm,efi.fuelConsumed,efi.fuelFlow,efi.engineLoad,efi.sparkTime,efi.throttlePos,efi.baroPress,efi.intakePress,efi.intakeTemp,efi.cylinderTemp,efi.ignTime,efi.exGasTemp,efi.injTime,efi.throttleOut,efi.ptComp,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,generator.status,generator.genSpeed,generator.batteryCurrent,generator.loadCurrent,generator.powerGenerated,generator.busVoltage,generator.batCurrentSetpoint,generator.rectifierTemp,generator.genTemp,generator.runtime,generator.timeMaintenance,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,rpm.rpm1,rpm.rpm2,rpm.rpm3,rpm.rpm4,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
2026-07-09 15:55:58.544,0.3,0.5,116,0.0,0.0,-0.0,0.0,-1.7,0.000,0.1,-0.0,38.0,36.9,0.119,0.000,0.000,0.000,0.0,00:00:00,0.0,1.5,1,--.--,0,--.--,--.--,0000:32:26,3,0,0,1,1,16.20,-1.00,-10,--.--,100,--.--,--:--:--,1,-16.20,15:55:58,20:55:58,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,true,true,true,false,false,0.03,0.01,0.01,0.01,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122949,-121.9985274,10SEG 88624 41081,0.7,1.1,58.2,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.0,-0.0,-0.2,-0.0,-0.0,-0.1,0.0,-0.0,-0.2,-0.0,0.0,1.8,--.--,--.--,--.--,--.--,-0.2,-0.0,116.7,-2.9,-2.1,-0.0,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:55:59.552,0.3,0.5,116,0.0,0.0,0.0,0.0,0.5,0.000,0.1,-0.0,38.0,36.9,0.133,0.000,0.000,0.000,0.0,00:00:00,0.0,0.8,1,--.--,0,--.--,--.--,0000:32:26,28,0,0,1,1,16.15,-1.00,-11,--.--,99,--.--,--:--:--,1,-16.15,15:55:59,20:55:59,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,true,true,true,false,false,0.04,0.01,0.01,0.01,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122947,-121.9985275,10SEG 88624 41081,0.7,1.1,99.0,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.0,-0.0,-0.3,0.0,-0.0,-0.1,0.0,-0.0,-0.3,-0.0,-0.0,0.0,--.--,--.--,--.--,--.--,0.2,0.0,116.8,-0.8,-2.0,0.0,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:00.552,0.3,0.5,116,0.0,0.0,0.0,0.0,-1.3,0.000,0.1,0.0,38.0,36.9,0.163,0.000,0.000,0.000,0.0,00:00:01,0.0,1.1,1,--.--,0,--.--,--.--,0000:32:26,38,0,0,1,1,16.15,-1.00,-11,--.--,99,--.--,--:--:--,1,-16.15,15:56:00,20:56:00,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,true,true,true,false,false,0.04,0.01,0.01,0.01,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122949,-121.9985274,10SEG 88624 41081,0.7,1.1,297.0,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,-0.0,-0.3,0.0,-0.0,-0.1,0.0,-0.0,-0.3,-0.0,-0.0,-0.5,--.--,--.--,--.--,--.--,0.9,0.0,116.9,3.2,-2.0,0.0,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:01.552,0.3,0.5,116,0.0,-0.0,-0.0,0.0,-1.4,0.000,0.1,0.0,38.0,36.9,0.177,0.000,0.000,0.000,0.0,00:00:02,0.0,2.0,1,--.--,0,--.--,--.--,0000:32:26,57,0,0,1,1,16.09,-1.00,-11,--.--,96,--.--,--:--:--,1,-16.09,15:56:01,20:56:01,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.04,0.00,0.01,0.00,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122949,-121.9985277,10SEG 88624 41081,0.7,1.1,239.1,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,-0.0,-0.3,0.0,0.0,-0.1,0.0,-0.0,-0.3,-0.0,-0.0,-1.0,--.--,--.--,--.--,--.--,2.0,0.0,117.0,8.2,-1.9,1.0,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:02.552,0.4,0.4,116,0.0,-1.4,-0.0,0.0,1.2,0.000,0.1,0.1,38.0,36.9,0.196,0.000,0.000,0.000,0.0,00:00:03,0.0,2.6,1,--.--,0,--.--,--.--,0000:32:26,78,0,0,1,1,16.09,-1.00,-11,--.--,96,--.--,--:--:--,1,-16.09,15:56:02,20:56:02,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.04,0.00,0.01,0.00,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122950,-121.9985274,10SEG 88624 41081,0.7,1.1,236.3,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,-0.0,-0.3,0.0,0.0,-0.2,0.0,-0.0,-0.4,-0.0,-0.0,-1.5,--.--,--.--,--.--,--.--,2.5,0.1,117.0,10.8,-1.2,1.5,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:03.553,5.6,4.8,124,2.4,14.4,10.3,0.2,-1.1,0.000,0.4,0.1,38.1,36.9,0.312,0.000,0.000,0.000,0.0,00:00:04,0.2,0.7,1,--.--,0,--.--,--.--,0000:32:26,85,0,0,1,1,16.03,-1.00,-12,--.--,92,--.--,--:--:--,1,-16.03,15:56:03,20:56:03,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.05,0.00,0.01,0.00,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122944,-121.9985260,10SEG 88624 41081,0.7,1.1,133.3,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.0,0.1,-0.5,-0.2,0.1,-0.5,0.0,-0.0,-0.5,0.0,-0.1,-1.5,--.--,--.--,--.--,--.--,2.2,9.3,124.2,-17.1,18.7,0.9,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:04.552,-2.4,0.7,123,6.8,-10.6,-4.0,0.3,1.0,0.000,0.8,0.3,38.3,36.9,0.864,0.000,0.000,0.000,0.0,00:00:05,0.2,0.6,1,--.--,0,--.--,--.--,0000:32:26,85,0,0,1,1,16.03,-1.00,-12,--.--,92,--.--,--:--:--,1,-16.03,15:56:04,20:56:04,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.05,0.00,0.01,0.00,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122927,-121.9985273,10SEG 88624 41081,0.7,1.1,279.2,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.1,-0.1,-1.1,0.2,-0.2,-0.9,0.0,-0.0,-1.1,0.1,0.0,-1.5,--.--,--.--,--.--,--.--,-2.1,0.0,123.4,1.6,-3.3,-1.3,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:05.552,2.2,3.1,119,-0.8,1.7,-2.7,0.1,-1.1,0.000,1.1,0.9,38.9,37.9,1.742,0.000,0.000,0.000,0.0,00:00:06,0.0,0.5,1,--.--,0,--.--,--.--,0000:32:26,84,0,0,1,1,15.97,-1.00,-12,--.--,89,--.--,--:--:--,1,-15.97,15:56:05,20:56:05,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.01,0.02,0.22,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122944,-121.9985283,10SEG 88624 41081,0.7,1.1,18.8,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.0,-0.1,-2.0,0.1,0.1,-1.2,0.0,-0.0,-2.0,0.0,0.0,-1.5,--.--,--.--,--.--,--.--,1.4,2.8,119.3,-4.1,-0.9,0.4,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:06.552,2.2,1.7,116,-0.3,2.8,-0.7,0.0,0.5,0.000,1.3,1.9,39.9,38.9,2.838,0.000,0.000,0.000,0.0,00:00:07,0.1,1.0,1,--.--,0,--.--,--.--,0000:32:26,84,0,0,1,1,15.97,-1.00,-12,--.--,89,--.--,--:--:--,1,-15.97,15:56:06,20:56:06,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.01,0.02,0.22,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122958,-121.9985281,10SEG 88624 41081,0.7,1.1,71.4,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,-0.0,-3.1,-0.0,0.1,-1.3,0.0,-0.0,-3.1,-0.0,0.0,-1.5,--.--,--.--,--.--,--.--,1.7,2.5,116.8,-2.2,3.5,0.7,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2026-07-09 15:56:07.552,1.4,3.2,115,-0.7,-2.6,-0.1,0.1,-1.5,0.000,1.4,3.0,41.0,40.0,4.046,0.000,0.000,0.000,0.0,00:00:08,0.1,1.1,1,--.--,0,--.--,--.--,0000:32:26,83,0,0,1,1,15.91,-1.00,-13,--.--,86,--.--,--:--:--,1,-15.91,15:56:07,20:56:07,7/9/26,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.04,0.01,0.02,0.03,--.--,--.--,0.15,0.17,9223372036854775808,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,37.4122951,-121.9985274,10SEG 88624 41081,0.7,1.1,183.5,3,10,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.0,-4.3,-0.0,-0.0,-1.4,0.0,-0.0,-4.3,-0.0,-0.0,-1.5,--.--,--.--,--.--,--.--,1.2,2.6,116.0,-1.5,-2.5,0.2,288.15,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
