time_ms,lat,long,vps_alt,home_dist,x_speed,y_speed,z_speed,h_speed,att_des_yaw,att_act_yaw,att_des_pitch,att_act_pitch,att_des_roll,att_act_roll,bar_alt,bar_pres,bar_cr,bar_temp,gyr_z,gyr_y,gyr_x,imu_z,imu_y,imu_x,RCIN_3,RCIN_8,RCOU_1,RCOU_2,RCOU_3,RCOU_4,RCOU_5,bat_volt,bat_cur,bat_eng-t,bat_cur-t,pwr_v,pwr_v-srv,pwr_flag,battery_charge,battery_voltage,battery_current,vibe_x,vibe_y,vibe_z,windDirection,windSpeed,windStrength
1.0,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.1,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.2,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.3,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.4,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.5,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.6,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.7,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.8,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
1.9,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.0,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.1,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.2,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.3,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.4,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.5,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.6,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.7,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.8,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
2.9,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
3.0,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
3.1,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
3.2,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
3.3,34.52179,-95.83756,-0.0319,0.0000,0.0041,-0.0199,-0.0206,0.0336,133.8480,133.8538,-1.4048,-1.3954,-0.9284,-0.9275,-0.21696,98123.28,0.28214,41.89,-0.0012,-0.0066,-0.0067,-9.6817,-0.1753,-0.3005,1514,1383,1100,1005,1005,1005,1005,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,1.7378,0.9047,1.2417,SE,1.9139,Light
3.4,34.52179,-95.83756,-0.0395,0.0000,0.0092,-0.0220,-0.0327,0.0336,133.8449,133.8535,-1.4203,-1.3944,-0.9299,-0.9265,-0.00829,98136.59,0.28214,47.21,-0.0003,0.0080,-0.0067,-9.8870,-0.1418,-0.2542,1514,1383,1100,1037,1037,1037,1037,49.2964,0.4363,9.5850,193.7160,5.0815,0.0677,3,99,49.2964,0.4363,0.3424,0.2887,0.6486,SE,1.9139,Light
3.5,34.52179,-95.83756,-0.0509,0.0111,0.0089,-0.0210,-0.0246,0.0336,133.8400,133.8729,-1.4397,-1.3831,-0.9309,-0.9371,-0.02592,98136.78,-0.65716,47.22,0.0047,-0.0088,-0.0054,-9.9096,0.0769,-0.3188,1514,1383,1100,1069,1069,1069,1069,49.1969,1.4301,9.5869,193.7558,5.0743,0.0604,3,99,49.1969,1.4301,0.4196,0.4639,0.7842,SE,1.9139,Light
3.6,34.52179,-95.83756,-0.0628,0.0111,0.0103,-0.0206,-0.0317,0.0336,133.8351,133.8645,-1.4687,-1.3840,-0.9232,-0.9287,-0.16112,98122.64,-1.39647,41.89,0.0036,0.0074,-0.0058,-9.8866,-0.1582,-0.2359,1514,1383,1100,1133,1133,1133,1133,48.4262,10.3342,9.6041,194.1087,5.0766,0.0629,3,99,48.4262,10.3342,0.4216,0.3617,0.7796,SE,1.9203,Light
3.7,34.52179,-95.83756,-0.0680,0.0111,0.0049,-0.0029,-0.0255,0.0336,133.8329,133.8586,-1.4801,-1.3996,-0.9208,-0.9318,-0.05238,98137.11,-1.39647,47.22,0.0026,0.0038,-0.0025,-9.9270,-0.1969,-0.2517,1514,1383,1100,1156,1165,1162,1170,48.4262,10.3342,9.6041,194.1087,5.0766,0.0629,3,99,48.4262,10.3342,2.0230,1.1221,1.5428,SE,1.9203,Light
3.8,34.52179,-95.83756,-0.0737,0.0111,0.0154,-0.0207,-0.0324,0.0600,133.8307,133.8521,-1.5068,-1.3806,-0.8912,-0.9269,-0.41997,98141.40,-0.63005,47.22,-0.0008,0.0035,-0.0051,-9.8667,-0.3502,-0.2362,1514,1383,1100,1215,1221,1220,1224,48.3713,10.7209,9.6185,194.4074,5.0789,0.0629,3,99,48.3713,10.7209,0.7663,0.5723,0.8050,SE,1.9475,Light
3.9,34.52179,-95.83756,-0.0756,0.0223,0.0039,-0.0014,-0.0252,0.0600,133.8297,133.8663,-1.5155,-1.3770,-0.8515,-0.9386,-1.00810,98148.27,-0.69740,47.22,-0.0221,-0.0062,0.0184,-9.6124,0.0669,-0.3777,1514,1383,1100,1298,1298,1296,1304,47.9746,15.1517,9.6387,194.8285,5.0810,0.0653,3,99,47.9746,15.1517,1.7764,1.1381,1.5191,SE,1.9475,Light
4.0,34.52179,-95.83756,-0.0774,0.0241,0.0089,-0.0207,-0.0285,0.0441,133.8287,133.9094,-1.5113,-1.3446,-0.8541,-0.9456,-1.36098,98152.41,-1.99690,47.22,-0.0081,0.0124,-0.0054,-9.5974,0.0645,-0.0732,1514,1383,1100,1377,1382,1399,1401,47.4057,21.8509,9.6675,195.4346,5.0828,0.0629,3,99,47.4057,21.8509,4.0834,1.9770,1.9786,SE,1.9475,Light
4.1,34.52179,-95.83756,-0.0784,0.0241,0.0279,0.0442,-0.0448,0.0441,133.8283,133.8762,-1.5026,-1.4081,-0.7280,-0.9424,-1.67860,98156.14,-3.27301,47.23,0.0121,0.0003,0.0094,-9.8926,-0.3835,-0.2891,1514,1383,1100,1438,1444,1440,1437,46.6158,31.2891,9.7079,196.3019,5.0763,0.0604,3,99,46.6158,31.2891,3.4520,1.8070,2.8655,SE,1.9475,Light
4.2,34.52179,-95.83756,-0.0759,0.0241,0.0554,0.0333,-0.1810,0.0711,133.8278,133.9360,-1.4797,-1.4432,-0.4392,-0.9288,-1.66978,98156.02,-3.31788,47.22,-0.0043,0.0139,-0.0283,-11.3098,-0.4922,-0.3249,1514,1383,1100,1535,1556,1568,1548,45.7325,41.8500,9.7613,197.4702,5.0782,0.0508,3,99,45.7325,41.8500,2.4677,3.8137,2.4989,SE,1.9475,Light
4.3,34.52179,-95.83756,-0.0616,0.0346,0.0709,0.0630,-0.3741,0.0711,133.8276,134.0338,-1.4818,-1.3315,-0.2577,-1.3035,-0.97282,98147.86,-2.21351,47.22,-0.0069,0.0460,-0.0732,-11.7497,-0.3468,-0.3906,1514,1383,1100,1549,1579,1597,1577,45.5477,43.6766,9.8165,198.6821,5.0668,0.0580,3,99,45.5477,43.6766,2.6235,2.1705,2.5747,SE,1.9475,Light
4.4,34.52179,-95.83756,-0.0164,0.0334,0.1107,0.0498,-0.5913,0.0641,133.8274,134.0839,-1.5567,-0.9077,0.1279,-1.1568,-1.18748,98150.38,-0.79242,47.22,0.0140,0.0877,0.1520,-12.8034,-0.2422,-0.3055,1514,1383,1100,1604,1640,1640,1642,45.0005,50.4044,9.8794,200.0789,5.0730,0.0604,3,99,45.0005,50.4044,5.9175,5.1417,3.4849,SE,1.9475,Light
4.5,34.52179,-95.83756,0.0342,0.0455,0.1154,0.0645,-0.8703,0.0641,133.8274,134.0643,-1.6810,-0.7698,0.2740,-0.7262,-0.51112,98142.48,0.69328,47.22,-0.0248,-0.0006,-0.0079,-11.5781,-0.1170,-0.5235,1514,1383,1100,1633,1657,1654,1660,44.6818,53.8490,9.9461,201.5713,5.0706,0.0604,3,99,44.6818,53.8490,2.8190,1.5740,2.4127,SE,1.9475,Light
4.6,34.52179,-95.83756,0.1522,0.0564,0.1493,0.0194,-1.0938,0.0641,133.8273,134.0066,-1.9279,-0.7125,0.4896,-0.4491,-0.33763,98140.42,2.47772,47.22,-0.0127,0.0145,0.0913,-12.3507,-0.4828,-0.3645,1514,1383,1100,1667,1697,1675,1682,44.3710,57.6572,10.0172,203.1738,5.0708,0.0580,3,99,44.3710,57.6572,4.9920,4.1178,3.9498,SE,1.9475,Light
4.7,34.52179,-95.83756,0.2532,0.0674,0.1396,0.0098,-1.4079,0.0635,133.8272,133.8964,-2.1351,-0.7210,0.5691,0.1341,0.00346,98136.43,3.86524,47.23,-0.0392,0.0157,0.1708,-12.5233,-0.1418,-0.5166,1514,1383,1100,1695,1709,1667,1699,44.1860,59.6264,10.0904,204.8309,5.0780,0.0580,3,99,44.1860,59.6264,2.0255,1.2031,1.7287,SE,1.9475,Light
4.8,34.52179,-95.83756,0.4245,0.0785,0.1423,-0.0620,-1.5971,0.0635,133.8272,133.7644,-2.4924,-0.5602,0.4331,1.4411,-0.00829,98136.58,3.93968,47.21,-0.0241,0.0534,0.1838,-12.7538,-0.0765,-0.5524,1514,1383,1100,1715,1725,1661,1722,44.0850,60.7793,10.1652,206.5285,5.0704,0.0580,3,99,44.0850,60.7793,3.5130,4.3537,3.8092,SE,1.9475,Light
4.9,34.52179,-95.83756,0.5571,0.0785,0.1154,-0.1159,-1.9107,0.1740,133.8272,133.7823,-2.7825,-0.3183,0.1591,1.9742,0.72685,98127.97,3.25519,47.23,0.0094,0.0585,0.0716,-12.4997,-0.3395,-0.5611,1514,1383,1100,1719,1727,1656,1733,43.8849,62.8765,10.2415,208.2661,5.0810,0.0604,3,99,43.8849,62.8765,1.7319,1.3430,1.5226,SE,1.9475,Light
5.0,34.52179,-95.83756,0.8028,0.0909,0.1067,-0.2049,-2.1185,0.2529,133.8273,133.9247,-3.3500,-0.1095,-0.3632,2.1696,0.85622,98126.47,2.74097,47.23,0.0100,0.0199,-0.0114,-12.5547,-0.2519,-0.6731,1514,1383,1100,1688,1705,1660,1748,43.9512,61.6002,10.3166,209.9744,5.0729,0.0629,3,99,43.9512,61.6002,3.7296,3.8844,4.0056,SE,1.9475,Light
5.1,34.52179,-95.83756,0.9872,0.1067,0.0887,-0.2695,-2.4111,0.2529,133.8273,134.0050,-3.8081,-0.2365,-0.8028,1.8326,1.56493,98118.15,2.72385,47.23,0.0072,-0.0726,-0.1222,-12.1603,-0.2064,-0.5838,1514,1383,1100,1673,1699,1657,1743,44.0992,59.4131,10.3894,211.6260,5.0748,0.0532,3,99,44.0992,59.4131,2.5128,1.4578,1.9281,SE,1.9475,Light
5.2,34.52179,-95.83756,1.3099,0.1285,0.0966,-0.3243,-2.5839,0.2596,133.8274,134.0024,-4.5137,-1.0638,-1.2942,0.8699,1.47377,98119.23,2.92394,47.23,-0.0047,-0.1450,-0.1721,-11.8589,-0.2547,-0.5824,1514,1383,1100,1656,1689,1655,1712,44.2662,57.1436,10.4600,213.2200,5.0737,0.0580,3,99,44.2662,57.1436,4.3645,4.1793,3.5084,SE,1.9475,Light
5.3,34.52179,-95.83756,1.5361,0.1530,0.1025,-0.3220,-2.7841,0.2596,133.8275,133.9668,-4.9324,-1.8239,-1.4991,0.0711,2.04128,98112.60,2.73162,47.23,-0.0136,-0.1658,-0.1724,-11.2194,-0.3161,-0.4467,1514,1383,1100,1643,1678,1643,1686,44.4389,54.5314,10.5270,214.7286,5.0576,0.0604,3,99,44.4389,54.5314,2.4523,1.6585,2.1762,SE,1.9475,Light
5.4,34.52179,-95.83756,1.9009,0.1875,0.1186,-0.3133,-2.8833,0.3247,133.8275,133.9018,-5.4275,-3.0311,-1.5332,-0.9061,2.22362,98110.45,2.22345,47.22,-0.0127,-0.1773,-0.1112,-11.0519,-0.3601,-0.4614,1514,1383,1100,1628,1667,1631,1658,44.6095,52.1666,10.5916,216.1773,5.0742,0.0629,3,99,44.6095,52.1666,5.1819,4.0630,3.2325,SE,1.9475,Light
5.5,34.52179,-95.83756,2.1491,0.2223,0.1310,-0.2535,-2.9829,0.3247,133.8275,133.8896,-5.6521,-3.8587,-1.4180,-1.2152,2.35298,98108.94,1.97561,47.23,-0.0140,-0.1467,-0.0211,-10.5143,-0.3526,-0.4941,1514,1383,1100,1621,1647,1613,1641,44.7923,49.6614,10.6535,217.5597,5.0629,0.0580,3,99,44.7923,49.6614,2.8428,1.7033,2.2777,SE,1.9475,Light
5.6,34.52179,-95.83756,2.5269,0.2452,0.1374,-0.2149,-3.0011,0.3468,133.8274,133.8707,-5.8340,-4.7995,-1.1169,-1.1800,2.27946,98109.81,2.39117,47.23,-0.0083,-0.1147,0.0207,-10.0180,-0.2703,-0.3942,1514,1383,1100,1611,1634,1601,1626,44.9200,48.0010,10.7137,218.8981,5.0610,0.0677,3,99,44.9200,48.0010,4.3926,2.3699,2.3380,SE,1.9475,Light
5.7,34.52179,-95.83756,2.7773,0.2827,0.1098,-0.1483,-3.0156,0.3468,133.8274,133.8895,-5.8592,-5.2695,-0.8896,-0.9627,3.13225,98099.80,3.17840,47.22,-0.0119,-0.0752,0.0619,-9.8056,-0.2819,-0.4081,1514,1383,1100,1609,1627,1598,1623,45.0151,46.5216,10.7715,220.1829,5.0634,0.0604,3,98,45.0151,46.5216,1.8546,1.3814,1.5458,SE,1.9475,Light
